# Sensor: Sensor Rotor
# Record count: 2720
# Storage mode: Memory
# Datetime of save: 2023-10-04T19:26:04
# Statistical parameters for each field (time series) are placed above the column of the respective time series.

# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 0 s

# Column
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	
Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Demanded collective pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Wind angle at hub [°]	Yaw angle [°]
0.1	887.228	1990.7	317.81	4.256	7.9407	0.051	46.4806	83.2481	39.7035	14.0977	4.69925	1.9152	0.6384	5	0	-5	0	0	0
0.125	887.231	1990.7	317.811	4.256	7.9407	0.051	46.4808	83.2483	39.7035	14.0977	4.69925	2.5536	0.6384	5	0	-5	0	0	0
0.15	887.234	1990.71	317.811	4.256	7.9407	0.051	46.4809	83.2484	39.7035	14.0977	4.69925	3.192	0.6384	5	0	-5	0	0	0
0.175	887.237	1990.72	317.812	4.256	7.9407	0.051	46.4811	83.2486	39.7035	14.0977	4.69925	3.8304	0.6384	5	0	-5	0	0	0
0.2	887.24	1990.72	317.813	4.256	7.9407	0.051	46.4813	83.2488	39.7035	14.0977	4.69925	4.4688	0.6384	5	0	-5	0	0	0
0.225	887.243	1990.73	317.813	4.256	7.9407	0.051	46.4814	83.2489	39.7035	14.0977	4.69925	5.1072	0.6384	5	0	-5	0	0	0
0.25	887.246	1990.74	317.814	4.256	7.9407	0.051	46.4816	83.249	39.7035	14.0977	4.69925	5.7456	0.6384	5	0	-5	0	0	0
0.275	887.249	1990.74	317.814	4.256	7.9407	0.051	46.4817	83.2492	39.7035	14.0977	4.69925	6.384	0.6384	5	0	-5	0	0	0
0.3	887.252	1990.75	317.815	4.256	7.9407	0.051	46.4818	83.2493	39.7035	14.0977	4.69925	7.0224	0.6384	5	0	-5	0	0	0
0.325	887.254	1990.76	317.815	4.256	7.9407	0.051	46.482	83.2494	39.7035	14.0977	4.69925	7.6608	0.6384	5	0	-5	0	0	0
0.35	887.257	1990.76	317.815	4.256	7.9407	0.051	46.4821	83.2495	39.7035	14.0977	4.69925	8.2992	0.6384	5	0	-5	0	0	0
0.375	887.259	1990.77	317.816	4.256	7.9407	0.051	46.4822	83.2496	39.7035	14.0977	4.69925	8.9376	0.6384	5	0	-5	0	0	0
0.4	887.262	1990.77	317.816	4.256	7.9407	0.051	46.4824	83.2497	39.7035	14.0977	4.69925	9.576	0.6384	5	0	-5	0	0	0
0.425	887.264	1990.78	317.817	4.256	7.9407	0.051	46.4825	83.2498	39.7035	14.0977	4.69925	10.2144	0.6384	5	0	-5	0	0	0
0.45	887.267	1990.78	317.817	4.256	7.9407	0.051	46.4826	83.2499	39.7035	14.0977	4.69925	10.8528	0.6384	5	0	-5	0	0	0
0.475	887.269	1990.79	317.817	4.256	7.9407	0.051	46.4827	83.25	39.7035	14.0977	4.69925	11.4912	0.6384	5	0	-5	0	0	0
0.5	887.271	1990.79	317.818	4.256	7.9407	0.051	46.4829	83.2501	39.7035	14.0977	4.69925	12.1296	0.6384	5	0	-5	0	0	0
0.525	887.273	1990.8	317.818	4.256	7.9407	0.051	46.483	83.2501	39.7035	14.0977	4.69925	12.768	0.6384	5	0	-5	0	0	0
0.55	887.276	1990.8	317.818	4.256	7.9407	0.051	46.4831	83.2502	39.7035	14.0977	4.69925	13.4064	0.6384	5	0	-5	0	0	0
0.575	887.278	1990.81	317.819	4.256	7.9407	0.051	46.4832	83.2503	39.7035	14.0977	4.69925	14.0448	0.6384	5	0	-5	0	0	0
0.6	887.28	1990.81	317.819	4.256	7.9407	0.051	46.4833	83.2504	39.7035	14.0977	4.69925	14.6832	0.6384	5	0	-5	0	0	0
0.625	887.282	1990.82	317.819	4.256	7.9407	0.051	46.4834	83.2505	39.7035	14.0977	4.69925	15.3216	0.6384	5	0	-5	0	0	0
0.65	887.283	1990.82	317.82	4.256	7.9407	0.051	46.4835	83.2506	39.7035	14.0977	4.69925	15.96	0.6384	5	0	-5	0	0	0
0.675	887.284	1990.82	317.82	4.256	7.9407	0.051	46.4835	83.2507	39.7035	14.0977	4.69925	16.5984	0.6384	5	0	-5	0	0	0
0.7	887.285	1990.82	317.821	4.256	7.9407	0.051	46.4836	83.2509	39.7035	14.0977	4.69925	17.2368	0.6384	5	0	-5	0	0	0
0.725	887.286	1990.83	317.821	4.256	7.9407	0.051	46.4837	83.251	39.7035	14.0977	4.69925	17.8752	0.6384	5	0	-5	0	0	0
0.75	887.287	1990.83	317.822	4.256	7.9407	0.051	46.4837	83.2511	39.7035	14.0977	4.69925	18.5136	0.6384	5	0	-5	0	0	0
0.775	887.288	1990.83	317.822	4.256	7.9407	0.051	46.4838	83.2512	39.7035	14.0977	4.69925	19.152	0.6384	5	0	-5	0	0	0
0.8	887.289	1990.83	317.823	4.256	7.9407	0.051	46.4838	83.2514	39.7035	14.0977	4.69925	19.7904	0.6384	5	0	-5	0	0	0
0.825	887.29	1990.84	317.823	4.256	7.9407	0.051	46.4839	83.2515	39.7035	14.0977	4.69925	20.4288	0.6384	5	0	-5	0	0	0
0.85	887.291	1990.84	317.824	4.256	7.9407	0.051	46.4839	83.2516	39.7035	14.0977	4.69925	21.0672	0.6384	5	0	-5	0	0	0
0.875	887.292	1990.84	317.824	4.256	7.9407	0.051	46.484	83.2517	39.7035	14.0977	4.69925	21.7056	0.6384	5	0	-5	0	0	0
0.9	887.293	1990.84	317.824	4.256	7.9407	0.051	46.484	83.2518	39.7035	14.0977	4.69925	22.344	0.6384	5	0	-5	0	0	0
0.925	887.294	1990.84	317.825	4.256	7.9407	0.051	46.4841	83.2519	39.7035	14.0977	4.69925	22.9824	0.6384	5	0	-5	0	0	0
0.95	887.295	1990.85	317.825	4.256	7.9407	0.051	46.4841	83.2521	39.7035	14.0977	4.69925	23.6208	0.6384	5	0	-5	0	0	0
0.975	887.296	1990.85	317.826	4.256	7.9407	0.051	46.4842	83.2522	39.7035	14.0977	4.69925	24.2592	0.6384	5	0	-5	0	0	0
1	887.296	1990.85	317.826	4.256	7.9407	0.051	46.4842	83.2523	39.7035	14.0977	4.69925	24.8976	0.6384	5	0	-5	0	0	0
1.025	887.298	1990.85	317.826	4.256	7.9407	0.051	46.4843	83.2524	39.7035	14.0977	4.69925	25.536	0.6384	5	0	-5	0	0	0
1.05	887.299	1990.86	317.827	4.256	7.9407	0.051	46.4843	83.2524	39.7035	14.0977	4.69925	26.1744	0.6384	5	0	-5	0	0	0
1.075	887.3	1990.86	317.827	4.256	7.9407	0.051	46.4844	83.2525	39.7035	14.0977	4.69925	26.8128	0.6384	5	0	-5	0	0	0
1.1	887.302	1990.86	317.827	4.256	7.9407	0.051	46.4845	83.2526	39.7035	14.0977	4.69925	27.4512	0.6384	5	0	-5	0	0	0
1.125	887.303	1990.87	317.827	4.256	7.9407	0.051	46.4846	83.2526	39.7035	14.0977	4.69925	28.0896	0.6384	5	0	-5	0	0	0
1.15	887.305	1990.87	317.828	4.256	7.9407	0.051	46.4846	83.2527	39.7035	14.0977	4.69925	28.728	0.6384	5	0	-5	0	0	0
1.175	887.306	1990.87	317.828	4.256	7.9407	0.051	46.4847	83.2528	39.7035	14.0977	4.69925	29.3664	0.6384	5	0	-5	0	0	0
1.2	887.308	1990.88	317.828	4.256	7.9407	0.051	46.4848	83.2528	39.7035	14.0977	4.69925	30.0048	0.6384	5	0	-5	0	0	0
1.225	887.309	1990.88	317.828	4.256	7.9407	0.051	46.4849	83.2529	39.7035	14.0977	4.69925	30.6432	0.6384	5	0	-5	0	0	0
1.25	887.311	1990.88	317.829	4.256	7.9407	0.051	46.4849	83.2529	39.7035	14.0977	4.69925	31.2816	0.6384	5	0	-5	0	0	0
1.275	887.312	1990.88	317.829	4.256	7.9407	0.051	46.485	83.253	39.7035	14.0977	4.69925	31.92	0.6384	5	0	-5	0	0	0
1.3	887.312	1990.89	317.829	4.256	7.9407	0.051	46.485	83.253	39.7035	14.0977	4.69925	32.5584	0.6384	5	0	-5	0	0	0
1.325	887.313	1990.89	317.829	4.256	7.9407	0.051	46.4851	83.2531	39.7035	14.0977	4.69925	33.1968	0.6384	5	0	-5	0	0	0
1.35	887.314	1990.89	317.829	4.256	7.9407	0.051	46.4851	83.2531	39.7035	14.0977	4.69925	33.8352	0.6384	5	0	-5	0	0	0
1.375	887.315	1990.89	317.829	4.256	7.9407	0.051	46.4852	83.2532	39.7035	14.0977	4.69925	34.4736	0.6384	5	0	-5	0	0	0
1.4	887.315	1990.89	317.83	4.256	7.9407	0.051	46.4852	83.2532	39.7035	14.0977	4.69925	35.112	0.6384	5	0	-5	0	0	0
1.425	887.316	1990.89	317.83	4.256	7.9407	0.051	46.4852	83.2532	39.7035	14.0977	4.69925	35.7504	0.6384	5	0	-5	0	0	0
1.45	887.317	1990.9	317.829	4.256	7.9407	0.051	46.4853	83.2532	39.7035	14.0977	4.69925	36.3888	0.6384	5	0	-5	0	0	0
1.475	887.318	1990.9	317.829	4.256	7.9407	0.051	46.4853	83.2531	39.7035	14.0977	4.69925	37.0272	0.6384	5	0	-5	0	0	0
1.5	887.319	1990.9	317.829	4.256	7.9407	0.051	46.4854	83.2531	39.7035	14.0977	4.69925	37.6656	0.6384	5	0	-5	0	0	0
1.525	887.32	1990.9	317.829	4.256	7.9407	0.051	46.4854	83.2531	39.7035	14.0977	4.69925	38.304	0.6384	5	0	-5	0	0	0
1.55	887.32	1990.9	317.829	4.256	7.9407	0.051	46.4855	83.2531	39.7035	14.0977	4.69925	38.9424	0.6384	5	0	-5	0	0	0
1.575	887.321	1990.91	317.829	4.256	7.9407	0.051	46.4855	83.253	39.7035	14.0977	4.69925	39.5808	0.6384	5	0	-5	0	0	0
1.6	887.322	1990.91	317.829	4.256	7.9407	0.051	46.4855	83.253	39.7035	14.0977	4.69925	40.2192	0.6384	5	0	-5	0	0	0
1.625	887.323	1990.91	317.829	4.256	7.9407	0.051	46.4856	83.253	39.7035	14.0977	4.69925	40.8576	0.6384	5	0	-5	0	0	0
1.65	887.324	1990.91	317.829	4.256	7.9407	0.051	46.4856	83.253	39.7035	14.0977	4.69925	41.496	0.6384	5	0	-5	0	0	0
1.675	887.325	1990.91	317.829	4.256	7.9407	0.051	46.4857	83.2529	39.7035	14.0977	4.69925	42.1344	0.6384	5	0	-5	0	0	0
1.7	887.325	1990.91	317.829	4.256	7.9407	0.051	46.4857	83.2529	39.7035	14.0977	4.69925	42.7728	0.6384	5	0	-5	0	0	0
1.725	887.326	1990.92	317.828	4.256	7.9407	0.051	46.4857	83.2529	39.7035	14.0977	4.69925	43.4112	0.6384	5	0	-5	0	0	0
1.75	887.326	1990.92	317.828	4.256	7.9407	0.051	46.4858	83.2528	39.7035	14.0977	4.69925	44.0496	0.6384	5	0	-5	0	0	0
1.775	887.327	1990.92	317.828	4.256	7.9407	0.051	46.4858	83.2528	39.7035	14.0977	4.69925	44.688	0.6384	5	0	-5	0	0	0
1.8	887.328	1990.92	317.828	4.256	7.9407	0.051	46.4858	83.2528	39.7035	14.0977	4.69925	45.3264	0.6384	5	0	-5	0	0	0
1.825	887.328	1990.92	317.828	4.256	7.9407	0.051	46.4858	83.2527	39.7035	14.0977	4.69925	45.9648	0.6384	5	0	-5	0	0	0
1.85	887.328	1990.92	317.828	4.256	7.9407	0.051	46.4858	83.2527	39.7035	14.0977	4.69925	46.6032	0.6384	5	0	-5	0	0	0
1.875	887.327	1990.92	317.828	4.256	7.9407	0.051	46.4858	83.2528	39.7035	14.0977	4.69925	47.2416	0.6384	5	0	-5	0	0	0
1.9	887.327	1990.92	317.828	4.256	7.9407	0.051	46.4858	83.2528	39.7035	14.0977	4.69925	47.88	0.6384	5	0	-5	0	0	0
1.925	887.326	1990.92	317.828	4.256	7.9407	0.051	46.4858	83.2528	39.7035	14.0977	4.69925	48.5184	0.6384	5	0	-5	0	0	0
1.95	887.326	1990.92	317.828	4.256	7.9407	0.051	46.4857	83.2528	39.7035	14.0977	4.69925	49.1568	0.6384	5	0	-5	0	0	0
1.975	887.326	1990.92	317.828	4.256	7.9407	0.051	46.4857	83.2528	39.7035	14.0977	4.69925	49.7952	0.6384	5	0	-5	0	0	0
2	887.325	1990.91	317.828	4.256	7.9407	0.051	46.4857	83.2529	39.7035	14.0977	4.69925	50.4336	0.6384	5	0	-5	0	0	0
2.025	887.325	1990.91	317.828	4.256	7.9407	0.051	46.4857	83.2529	39.7035	14.0977	4.69925	51.072	0.6384	5	0	-5	0	0	0
2.05	887.324	1990.91	317.828	4.256	7.9407	0.051	46.4856	83.2529	39.7035	14.0977	4.69925	51.7104	0.6384	5	0	-5	0	0	0
2.075	887.323	1990.91	317.829	4.256	7.9407	0.051	46.4856	83.2529	39.7035	14.0977	4.69925	52.3488	0.6384	5	0	-5	0	0	0
2.1	887.323	1990.91	317.829	4.256	7.9407	0.051	46.4856	83.2529	39.7035	14.0977	4.69925	52.9872	0.6384	5	0	-5	0	0	0
2.125	887.322	1990.91	317.829	4.256	7.9407	0.051	46.4856	83.253	39.7035	14.0977	4.69925	53.6256	0.6384	5	0	-5	0	0	0
2.15	887.322	1990.91	317.829	4.256	7.9407	0.051	46.4855	83.253	39.7035	14.0977	4.69925	54.264	0.6384	5	0	-5	0	0	0
2.175	887.321	1990.91	317.829	4.256	7.9407	0.051	46.4855	83.253	39.7035	14.0977	4.69925	54.9024	0.6384	5	0	-5	0	0	0
2.2	887.321	1990.9	317.829	4.256	7.9407	0.051	46.4855	83.253	39.7035	14.0977	4.69925	55.5408	0.6384	5	0	-5	0	0	0
2.225	887.32	1990.9	317.829	4.256	7.9407	0.051	46.4854	83.253	39.7035	14.0977	4.69925	56.1792	0.6384	5	0	-5	0	0	0
2.25	887.32	1990.9	317.829	4.256	7.9407	0.051	46.4854	83.253	39.7035	14.0977	4.69925	56.8176	0.6384	5	0	-5	0	0	0
2.275	887.319	1990.9	317.829	4.256	7.9407	0.051	46.4854	83.2531	39.7035	14.0977	4.69925	57.456	0.6384	5	0	-5	0	0	0
2.3	887.319	1990.9	317.829	4.256	7.9407	0.051	46.4854	83.2531	39.7035	14.0977	4.69925	58.0944	0.6384	5	0	-5	0	0	0
2.325	887.318	1990.9	317.829	4.256	7.9407	0.051	46.4853	83.2531	39.7035	14.0977	4.69925	58.7328	0.6384	5	0	-5	0	0	0
2.35	887.318	1990.9	317.829	4.256	7.9407	0.051	46.4853	83.2531	39.7035	14.0977	4.69925	59.3712	0.6384	5	0	-5	0	0	0
2.375	887.317	1990.9	317.829	4.256	7.9407	0.051	46.4853	83.2531	39.7035	14.0977	4.69925	60.0096	0.6384	5	0	-5	0	0	0
2.4	887.317	1990.9	317.829	4.256	7.9407	0.051	46.4853	83.2531	39.7035	14.0977	4.69925	60.648	0.6384	5	0	-5	0	0	0
2.425	887.316	1990.89	317.829	4.256	7.9407	0.051	46.4852	83.2532	39.7035	14.0977	4.69925	61.2864	0.6384	5	0	-5	0	0	0
2.45	887.316	1990.89	317.83	4.256	7.9407	0.051	46.4852	83.2532	39.7035	14.0977	4.69925	61.9248	0.6384	5	0	-5	0	0	0
2.475	887.315	1990.89	317.83	4.256	7.9407	0.051	46.4852	83.2532	39.7035	14.0977	4.69925	62.5632	0.6384	5	0	-5	0	0	0
2.5	887.315	1990.89	317.83	4.256	7.9407	0.051	46.4851	83.2532	39.7035	14.0977	4.69925	63.2016	0.6384	5	0	-5	0	0	0
2.525	887.314	1990.89	317.83	4.256	7.9407	0.051	46.4851	83.2532	39.7035	14.0977	4.69925	63.84	0.6384	5	0	-5	0	0	0
2.55	887.313	1990.89	317.83	4.256	7.9407	0.051	46.4851	83.2533	39.7035	14.0977	4.69925	64.4784	0.6384	5	0	-5	0	0	0
2.575	887.313	1990.89	317.83	4.256	7.9407	0.051	46.4851	83.2533	39.7035	14.0977	4.69925	65.1168	0.6384	5	0	-5	0	0	0
2.6	887.312	1990.89	317.83	4.256	7.9407	0.051	46.485	83.2533	39.7035	14.0977	4.69925	65.7552	0.6384	5	0	-5	0	0	0
2.625	887.312	1990.88	317.83	4.256	7.9407	0.051	46.485	83.2533	39.7035	14.0977	4.69925	66.3936	0.6384	5	0	-5	0	0	0
2.65	887.311	1990.88	317.83	4.256	7.9407	0.051	46.485	83.2533	39.7035	14.0977	4.69925	67.032	0.6384	5	0	-5	0	0	0
2.675	887.311	1990.88	317.83	4.256	7.9407	0.051	46.485	83.2533	39.7035	14.0977	4.69925	67.6704	0.6384	5	0	-5	0	0	0
2.7	887.311	1990.88	317.83	4.256	7.9407	0.051	46.4849	83.2534	39.7035	14.0977	4.69925	68.3088	0.6384	5	0	-5	0	0	0
2.725	887.31	1990.88	317.83	4.256	7.9407	0.051	46.4849	83.2534	39.7035	14.0977	4.69925	68.9472	0.6384	5	0	-5	0	0	0
2.75	887.31	1990.88	317.83	4.256	7.9407	0.051	46.4849	83.2534	39.7035	14.0977	4.69925	69.5856	0.6384	5	0	-5	0	0	0
2.775	887.309	1990.88	317.83	4.256	7.9407	0.051	46.4849	83.2534	39.7035	14.0977	4.69925	70.224	0.6384	5	0	-5	0	0	0
2.8	887.309	1990.88	317.831	4.256	7.9407	0.051	46.4849	83.2534	39.7035	14.0977	4.69925	70.8624	0.6384	5	0	-5	0	0	0
2.825	887.309	1990.88	317.831	4.256	7.9407	0.051	46.4848	83.2535	39.7035	14.0977	4.69925	71.5008	0.6384	5	0	-5	0	0	0
2.85	887.308	1990.88	317.831	4.256	7.9407	0.051	46.4848	83.2535	39.7035	14.0977	4.69925	72.1392	0.6384	5	0	-5	0	0	0
2.875	887.308	1990.88	317.831	4.256	7.9407	0.051	46.4848	83.2535	39.7035	14.0977	4.69925	72.7776	0.6384	5	0	-5	0	0	0
2.9	887.308	1990.87	317.831	4.256	7.9407	0.051	46.4848	83.2535	39.7035	14.0977	4.69925	73.416	0.6384	5	0	-5	0	0	0
2.925	887.307	1990.87	317.831	4.256	7.9407	0.051	46.4848	83.2536	39.7035	14.0977	4.69925	74.0544	0.6384	5	0	-5	0	0	0
2.95	887.307	1990.87	317.831	4.256	7.9407	0.051	46.4847	83.2536	39.7035	14.0977	4.69925	74.6928	0.6384	5	0	-5	0	0	0
2.975	887.307	1990.87	317.831	4.256	7.9407	0.051	46.4847	83.2536	39.7035	14.0977	4.69925	75.3312	0.6384	5	0	-5	0	0	0
3	887.306	1990.87	317.831	4.256	7.9407	0.051	46.4847	83.2536	39.7035	14.0977	4.69925	75.9696	0.6384	5	0	-5	0	0	0
3.025	887.306	1990.87	317.831	4.256	7.9407	0.051	46.4847	83.2537	39.7035	14.0977	4.69925	76.608	0.6384	5	0	-5	0	0	0
3.05	887.306	1990.87	317.832	4.256	7.9407	0.051	46.4847	83.2537	39.7035	14.0977	4.69925	77.2464	0.6384	5	0	-5	0	0	0
3.075	887.305	1990.87	317.832	4.256	7.9407	0.051	46.4847	83.2537	39.7035	14.0977	4.69925	77.8848	0.6384	5	0	-5	0	0	0
3.1	887.305	1990.87	317.832	4.256	7.9407	0.051	46.4847	83.2538	39.7035	14.0977	4.69925	78.5232	0.6384	5	0	-5	0	0	0
3.125	887.305	1990.87	317.832	4.256	7.9407	0.051	46.4846	83.2538	39.7035	14.0977	4.69925	79.1616	0.6384	5	0	-5	0	0	0
3.15	887.304	1990.87	317.832	4.256	7.9407	0.051	46.4846	83.2538	39.7035	14.0977	4.69925	79.8	0.6384	5	0	-5	0	0	0
3.175	887.304	1990.87	317.832	4.256	7.9407	0.051	46.4846	83.2538	39.7035	14.0977	4.69925	80.4384	0.6384	5	0	-5	0	0	0
3.2	887.303	1990.86	317.832	4.256	7.9407	0.051	46.4845	83.2539	39.7035	14.0977	4.69925	81.0768	0.6384	5	0	-5	0	0	0
3.225	887.303	1990.86	317.832	4.256	7.9407	0.051	46.4845	83.2539	39.7035	14.0977	4.69925	81.7152	0.6384	5	0	-5	0	0	0
3.25	887.302	1990.86	317.832	4.256	7.9407	0.051	46.4845	83.2539	39.7035	14.0977	4.69925	82.3536	0.6384	5	0	-5	0	0	0
3.275	887.302	1990.86	317.832	4.256	7.9407	0.051	46.4845	83.2539	39.7035	14.0977	4.69925	82.992	0.6384	5	0	-5	0	0	0
3.3	887.301	1990.86	317.833	4.256	7.9407	0.051	46.4845	83.254	39.7035	14.0977	4.69925	83.6304	0.6384	5	0	-5	0	0	0
3.325	887.301	1990.86	317.833	4.256	7.9407	0.051	46.4844	83.254	39.7035	14.0977	4.69925	84.2688	0.6384	5	0	-5	0	0	0
3.35	887.301	1990.86	317.833	4.256	7.9407	0.051	46.4844	83.254	39.7035	14.0977	4.69925	84.9072	0.6384	5	0	-5	0	0	0
3.375	887.3	1990.86	317.833	4.256	7.9407	0.051	46.4844	83.2541	39.7035	14.0977	4.69925	85.5456	0.6384	5	0	-5	0	0	0
3.4	887.3	1990.86	317.833	4.256	7.9407	0.051	46.4844	83.2541	39.7035	14.0977	4.69925	86.184	0.6384	5	0	-5	0	0	0
3.425	887.3	1990.86	317.833	4.256	7.9407	0.051	46.4844	83.2541	39.7035	14.0977	4.69925	86.8224	0.6384	5	0	-5	0	0	0
3.45	887.299	1990.86	317.833	4.256	7.9407	0.051	46.4843	83.2542	39.7035	14.0977	4.69925	87.4608	0.6384	5	0	-5	0	0	0
3.475	887.299	1990.86	317.833	4.256	7.9407	0.051	46.4843	83.2542	39.7035	14.0977	4.69925	88.0992	0.6384	5	0	-5	0	0	0
3.5	887.299	1990.85	317.834	4.256	7.9407	0.051	46.4843	83.2542	39.7035	14.0977	4.69925	88.7376	0.6384	5	0	-5	0	0	0
3.525	887.298	1990.85	317.834	4.256	7.9407	0.051	46.4843	83.2543	39.7035	14.0977	4.69925	89.376	0.6384	5	0	-5	0	0	0
3.55	887.298	1990.85	317.834	4.256	7.9407	0.051	46.4843	83.2543	39.7035	14.0977	4.69925	90.0144	0.6384	5	0	-5	0	0	0
3.575	887.298	1990.85	317.834	4.256	7.9407	0.051	46.4843	83.2543	39.7035	14.0977	4.69925	90.6528	0.6384	5	0	-5	0	0	0
3.6	887.298	1990.85	317.834	4.256	7.9407	0.051	46.4843	83.2544	39.7035	14.0977	4.69925	91.2912	0.6384	5	0	-5	0	0	0
3.625	887.297	1990.85	317.834	4.256	7.9407	0.051	46.4842	83.2544	39.7035	14.0977	4.69925	91.9296	0.6384	5	0	-5	0	0	0
3.65	887.297	1990.85	317.834	4.256	7.9407	0.051	46.4842	83.2545	39.7035	14.0977	4.69925	92.568	0.6384	5	0	-5	0	0	0
3.675	887.297	1990.85	317.835	4.256	7.9407	0.051	46.4842	83.2545	39.7035	14.0977	4.69925	93.2064	0.6384	5	0	-5	0	0	0
3.7	887.297	1990.85	317.835	4.256	7.9407	0.051	46.4842	83.2545	39.7035	14.0977	4.69925	93.8448	0.6384	5	0	-5	0	0	0
3.725	887.297	1990.85	317.835	4.256	7.9407	0.051	46.4842	83.2546	39.7035	14.0977	4.69925	94.4832	0.6384	5	0	-5	0	0	0
3.75	887.296	1990.85	317.835	4.256	7.9407	0.051	46.4842	83.2546	39.7035	14.0977	4.69925	95.1216	0.6384	5	0	-5	0	0	0
3.775	887.296	1990.85	317.835	4.256	7.9407	0.051	46.4842	83.2547	39.7035	14.0977	4.69925	95.76	0.6384	5	0	-5	0	0	0
3.8	887.296	1990.85	317.835	4.256	7.9407	0.051	46.4842	83.2547	39.7035	14.0977	4.69925	96.3984	0.6384	5	0	-5	0	0	0
3.825	887.296	1990.85	317.836	4.256	7.9407	0.051	46.4842	83.2548	39.7035	14.0977	4.69925	97.0368	0.6384	5	0	-5	0	0	0
3.85	887.296	1990.85	317.836	4.256	7.9407	0.051	46.4842	83.2548	39.7035	14.0977	4.69925	97.6752	0.6384	5	0	-5	0	0	0
3.875	887.296	1990.85	317.836	4.256	7.9407	0.051	46.4842	83.2548	39.7035	14.0977	4.69925	98.3136	0.6384	5	0	-5	0	0	0
3.9	887.296	1990.85	317.836	4.256	7.9407	0.051	46.4842	83.2549	39.7035	14.0977	4.69925	98.952	0.6384	5	0	-5	0	0	0
3.925	887.296	1990.85	317.836	4.256	7.9407	0.051	46.4842	83.2549	39.7035	14.0977	4.69925	99.5904	0.6384	5	0	-5	0	0	0
3.95	887.296	1990.85	317.836	4.256	7.9407	0.051	46.4842	83.255	39.7035	14.0977	4.69925	100.229	0.6384	5	0	-5	0	0	0
3.975	887.296	1990.85	317.837	4.256	7.9407	0.051	46.4842	83.255	39.7035	14.0977	4.69925	100.867	0.6384	5	0	-5	0	0	0
4	887.296	1990.85	317.837	4.256	7.9407	0.051	46.4842	83.2551	39.7035	14.0977	4.69925	101.506	0.6384	5	0	-5	0	0	0
