# Sensor: Sensor Rotor
# Record count: 2676
# Storage mode: Memory
# Datetime of save: 2023-10-04T19:24:00
# Statistical parameters for each field (time series) are placed above the column of the respective time series.

# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 0 s

# Column
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	
Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Demanded collective pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Wind angle at hub [°]	Yaw angle [°]
17.5	5174.24	6449.59	1029.81	7.661	7.94091	0.051	46.4799	83.2564	71.4682	7.83188	2.61063	83.2559	1.14915	9	0	-9	0	0	0
17.525	5174.23	6449.59	1029.81	7.661	7.94091	0.051	46.4799	83.2564	71.4682	7.83188	2.61063	84.405	1.14915	9	0	-9	0	0	0
17.55	5174.23	6449.58	1029.81	7.661	7.94091	0.051	46.4798	83.2564	71.4682	7.83188	2.61063	85.5542	1.14915	9	0	-9	0	0	0
17.575	5174.23	6449.58	1029.81	7.661	7.94091	0.051	46.4798	83.2564	71.4682	7.83188	2.61063	86.7033	1.14915	9	0	-9	0	0	0
17.6	5174.22	6449.57	1029.81	7.661	7.94091	0.051	46.4798	83.2564	71.4682	7.83188	2.61063	87.8525	1.14915	9	0	-9	0	0	0
17.625	5174.22	6449.57	1029.81	7.661	7.94091	0.051	46.4798	83.2564	71.4682	7.83188	2.61063	89.0016	1.14915	9	0	-9	0	0	0
17.65	5174.22	6449.56	1029.81	7.661	7.94091	0.051	46.4797	83.2564	71.4682	7.83188	2.61063	90.1508	1.14915	9	0	-9	0	0	0
17.675	5174.21	6449.56	1029.81	7.661	7.94091	0.051	46.4797	83.2564	71.4682	7.83188	2.61063	91.2999	1.14915	9	0	-9	0	0	0
17.7	5174.21	6449.56	1029.81	7.661	7.94091	0.051	46.4797	83.2564	71.4682	7.83188	2.61063	92.4491	1.14915	9	0	-9	0	0	0
17.725	5174.21	6449.56	1029.81	7.661	7.94091	0.051	46.4797	83.2564	71.4682	7.83188	2.61063	93.5982	1.14915	9	0	-9	0	0	0
17.75	5174.21	6449.55	1029.81	7.661	7.94091	0.051	46.4796	83.2564	71.4682	7.83188	2.61063	94.7474	1.14915	9	0	-9	0	0	0
17.775	5174.2	6449.55	1029.81	7.661	7.94091	0.051	46.4796	83.2564	71.4682	7.83188	2.61063	95.8965	1.14915	9	0	-9	0	0	0
17.8	5174.2	6449.55	1029.81	7.661	7.94091	0.051	46.4796	83.2564	71.4682	7.83188	2.61063	97.0457	1.14915	9	0	-9	0	0	0
17.825	5174.2	6449.55	1029.81	7.661	7.94091	0.051	46.4796	83.2564	71.4682	7.83188	2.61063	98.1948	1.14915	9	0	-9	0	0	0
17.85	5174.2	6449.55	1029.81	7.661	7.94091	0.051	46.4796	83.2564	71.4682	7.83188	2.61063	99.344	1.14915	9	0	-9	0	0	0
17.875	5174.2	6449.55	1029.81	7.661	7.94091	0.051	46.4796	83.2564	71.4682	7.83188	2.61063	100.493	1.14915	9	0	-9	0	0	0
17.9	5174.2	6449.55	1029.81	7.661	7.94091	0.051	46.4796	83.2564	71.4682	7.83188	2.61063	101.642	1.14915	9	0	-9	0	0	0
17.925	5174.21	6449.55	1029.81	7.661	7.94091	0.051	46.4796	83.2565	71.4682	7.83188	2.61063	102.791	1.14915	9	0	-9	0	0	0
17.95	5174.21	6449.56	1029.81	7.661	7.94091	0.051	46.4797	83.2565	71.4682	7.83188	2.61063	103.941	1.14915	9	0	-9	0	0	0
17.975	5174.21	6449.56	1029.81	7.661	7.94091	0.051	46.4797	83.2565	71.4682	7.83188	2.61063	105.09	1.14915	9	0	-9	0	0	0
18	5174.21	6449.56	1029.81	7.661	7.94091	0.051	46.4797	83.2565	71.4682	7.83188	2.61063	106.239	1.14915	9	0	-9	0	0	0
18.025	5174.21	6449.56	1029.81	7.661	7.94091	0.051	46.4797	83.2566	71.4682	7.83188	2.61063	107.388	1.14915	9	0	-9	0	0	0
18.05	5174.21	6449.56	1029.81	7.661	7.94091	0.051	46.4797	83.2566	71.4682	7.83188	2.61063	108.537	1.14915	9	0	-9	0	0	0
18.075	5174.21	6449.56	1029.81	7.661	7.94091	0.051	46.4797	83.2566	71.4682	7.83188	2.61063	109.686	1.14915	9	0	-9	0	0	0
18.1	5174.22	6449.57	1029.81	7.661	7.94091	0.051	46.4797	83.2566	71.4682	7.83188	2.61063	110.835	1.14915	9	0	-9	0	0	0
18.125	5174.22	6449.57	1029.81	7.661	7.94091	0.051	46.4798	83.2567	71.4682	7.83188	2.61063	111.985	1.14915	9	0	-9	0	0	0
18.15	5174.22	6449.57	1029.81	7.661	7.94091	0.051	46.4798	83.2567	71.4682	7.83188	2.61063	113.134	1.14915	9	0	-9	0	0	0
18.175	5174.23	6449.58	1029.81	7.661	7.94091	0.051	46.4798	83.2567	71.4682	7.83188	2.61063	114.283	1.14915	9	0	-9	0	0	0
18.2	5174.23	6449.58	1029.81	7.661	7.94091	0.051	46.4799	83.2568	71.4682	7.83188	2.61063	115.432	1.14915	9	0	-9	0	0	0
18.225	5174.23	6449.59	1029.81	7.661	7.94091	0.051	46.4799	83.2568	71.4682	7.83188	2.61063	116.581	1.14915	9	0	-9	0	0	0
18.25	5174.24	6449.59	1029.81	7.661	7.94091	0.051	46.4799	83.2569	71.4682	7.83188	2.61063	117.73	1.14915	9	0	-9	0	0	0
18.275	5174.24	6449.6	1029.81	7.661	7.94091	0.051	46.48	83.2569	71.4682	7.83188	2.61063	118.88	1.14915	9	0	-9	0	0	0
18.3	5174.25	6449.61	1029.81	7.661	7.94091	0.051	46.48	83.2569	71.4682	7.83188	2.61063	120.029	1.14915	9	0	-9	0	0	0
18.325	5174.25	6449.61	1029.81	7.661	7.94091	0.051	46.4801	83.257	71.4682	7.83188	2.61063	121.178	1.14915	9	0	-9	0	0	0
18.35	5174.26	6449.62	1029.82	7.661	7.94091	0.051	46.4801	83.257	71.4682	7.83188	2.61063	122.327	1.14915	9	0	-9	0	0	0
18.375	5174.26	6449.63	1029.82	7.661	7.94091	0.051	46.4802	83.2571	71.4682	7.83188	2.61063	123.476	1.14915	9	0	-9	0	0	0
18.4	5174.27	6449.64	1029.82	7.661	7.94091	0.051	46.4802	83.2571	71.4682	7.83188	2.61063	124.625	1.14915	9	0	-9	0	0	0
18.425	5174.28	6449.65	1029.82	7.661	7.94091	0.051	46.4803	83.2572	71.4682	7.83188	2.61063	125.774	1.14915	9	0	-9	0	0	0
18.45	5174.29	6449.65	1029.82	7.661	7.94091	0.051	46.4804	83.2572	71.4682	7.83188	2.61063	126.924	1.14915	9	0	-9	0	0	0
18.475	5174.3	6449.66	1029.82	7.661	7.94091	0.051	46.4804	83.2573	71.4682	7.83188	2.61063	128.073	1.14915	9	0	-9	0	0	0
18.5	5174.3	6449.67	1029.82	7.661	7.94091	0.051	46.4805	83.2574	71.4682	7.83188	2.61063	129.222	1.14915	9	0	-9	0	0	0
18.525	5174.31	6449.69	1029.82	7.661	7.94091	0.051	46.4806	83.2574	71.4682	7.83188	2.61063	130.371	1.14915	9	0	-9	0	0	0
18.55	5174.32	6449.7	1029.82	7.661	7.94091	0.051	46.4807	83.2575	71.4682	7.83188	2.61063	131.52	1.14915	9	0	-9	0	0	0
18.575	5174.33	6449.71	1029.82	7.661	7.94091	0.051	46.4808	83.2576	71.4682	7.83188	2.61063	132.669	1.14915	9	0	-9	0	0	0
18.6	5174.34	6449.72	1029.82	7.661	7.94091	0.051	46.4808	83.2576	71.4682	7.83188	2.61063	133.818	1.14915	9	0	-9	0	0	0
18.625	5174.35	6449.73	1029.82	7.661	7.94091	0.051	46.4809	83.2577	71.4682	7.83188	2.61063	134.968	1.14915	9	0	-9	0	0	0
18.65	5174.36	6449.74	1029.82	7.661	7.94091	0.051	46.481	83.2578	71.4682	7.83188	2.61063	136.117	1.14915	9	0	-9	0	0	0
18.675	5174.36	6449.74	1029.83	7.661	7.94091	0.051	46.481	83.2579	71.4682	7.83188	2.61063	137.266	1.14915	9	0	-9	0	0	0
18.7	5174.36	6449.74	1029.83	7.661	7.94091	0.051	46.481	83.2581	71.4682	7.83188	2.61063	138.415	1.14915	9	0	-9	0	0	0
18.725	5174.36	6449.75	1029.83	7.661	7.94091	0.051	46.481	83.2583	71.4682	7.83188	2.61063	139.564	1.14915	9	0	-9	0	0	0
18.75	5174.36	6449.75	1029.83	7.661	7.94091	0.051	46.481	83.2585	71.4682	7.83188	2.61063	140.713	1.14915	9	0	-9	0	0	0
18.775	5174.36	6449.75	1029.84	7.661	7.94091	0.051	46.4811	83.2587	71.4682	7.83188	2.61063	141.863	1.14915	9	0	-9	0	0	0
18.8	5174.36	6449.75	1029.84	7.661	7.94091	0.051	46.4811	83.2588	71.4682	7.83188	2.61063	143.012	1.14915	9	0	-9	0	0	0
18.825	5174.37	6449.75	1029.84	7.661	7.94091	0.051	46.4811	83.259	71.4682	7.83188	2.61063	144.161	1.14915	9	0	-9	0	0	0
18.85	5174.37	6449.76	1029.84	7.661	7.94091	0.051	46.4811	83.2592	71.4682	7.83188	2.61063	145.31	1.14915	9	0	-9	0	0	0
18.875	5174.37	6449.76	1029.84	7.661	7.94091	0.051	46.4811	83.2594	71.4682	7.83188	2.61063	146.459	1.14915	9	0	-9	0	0	0
18.9	5174.37	6449.76	1029.85	7.661	7.94091	0.051	46.4811	83.2596	71.4682	7.83188	2.61063	147.608	1.14915	9	0	-9	0	0	0
18.925	5174.38	6449.77	1029.85	7.661	7.94091	0.051	46.4812	83.2597	71.4682	7.83188	2.61063	148.757	1.14915	9	0	-9	0	0	0
18.95	5174.39	6449.78	1029.85	7.661	7.94091	0.051	46.4813	83.2597	71.4682	7.83188	2.61063	149.907	1.14915	9	0	-9	0	0	0
18.975	5174.4	6449.79	1029.85	7.661	7.94091	0.051	46.4814	83.2598	71.4682	7.83188	2.61063	151.056	1.14915	9	0	-9	0	0	0
19	5174.41	6449.8	1029.85	7.661	7.94091	0.051	46.4814	83.2599	71.4682	7.83188	2.61063	152.205	1.14915	9	0	-9	0	0	0
19.025	5174.41	6449.81	1029.85	7.661	7.94091	0.051	46.4815	83.26	71.4682	7.83188	2.61063	153.354	1.14915	9	0	-9	0	0	0
19.05	5174.41	6449.81	1029.85	7.661	7.94091	0.051	46.4815	83.26	71.4682	7.83188	2.61063	154.503	1.14915	9	0	-9	0	0	0
19.075	5174.41	6449.81	1029.85	7.661	7.94091	0.051	46.4815	83.2601	71.4682	7.83188	2.61063	155.652	1.14915	9	0	-9	0	0	0
19.1	5174.41	6449.81	1029.85	7.661	7.94091	0.051	46.4815	83.2601	71.4682	7.83188	2.61063	156.801	1.14915	9	0	-9	0	0	0
19.125	5174.41	6449.81	1029.85	7.661	7.94091	0.051	46.4815	83.26	71.4682	7.83188	2.61063	157.951	1.14915	9	0	-9	0	0	0
19.15	5174.42	6449.81	1029.85	7.661	7.94091	0.051	46.4815	83.2599	71.4682	7.83188	2.61063	159.1	1.14915	9	0	-9	0	0	0
19.175	5174.42	6449.82	1029.85	7.661	7.94091	0.051	46.4815	83.2599	71.4682	7.83188	2.61063	160.249	1.14915	9	0	-9	0	0	0
19.2	5174.42	6449.82	1029.85	7.661	7.94091	0.051	46.4816	83.2598	71.4682	7.83188	2.61063	161.398	1.14915	9	0	-9	0	0	0
19.225	5174.42	6449.82	1029.85	7.661	7.94091	0.051	46.4816	83.2597	71.4682	7.83188	2.61063	162.547	1.14915	9	0	-9	0	0	0
19.25	5174.42	6449.82	1029.85	7.661	7.94091	0.051	46.4816	83.2596	71.4682	7.83188	2.61063	163.696	1.14915	9	0	-9	0	0	0
19.275	5174.42	6449.82	1029.85	7.661	7.94091	0.051	46.4816	83.2595	71.4682	7.83188	2.61063	164.845	1.14915	9	0	-9	0	0	0
19.3	5174.42	6449.82	1029.84	7.661	7.94091	0.051	46.4816	83.2594	71.4682	7.83188	2.61063	165.995	1.14915	9	0	-9	0	0	0
19.325	5174.42	6449.82	1029.84	7.661	7.94091	0.051	46.4815	83.2593	71.4682	7.83188	2.61063	167.144	1.14915	9	0	-9	0	0	0
19.35	5174.42	6449.82	1029.84	7.661	7.94091	0.051	46.4815	83.2592	71.4682	7.83188	2.61063	168.293	1.14915	9	0	-9	0	0	0
19.375	5174.41	6449.8	1029.84	7.661	7.94091	0.051	46.4814	83.2591	71.4682	7.83188	2.61063	169.442	1.14915	9	0	-9	0	0	0
19.4	5174.39	6449.79	1029.84	7.661	7.94091	0.051	46.4813	83.2591	71.4682	7.83188	2.61063	170.591	1.14915	9	0	-9	0	0	0
19.425	5174.38	6449.78	1029.84	7.661	7.94091	0.051	46.4812	83.2591	71.4682	7.83188	2.61063	171.74	1.14915	9	0	-9	0	0	0
19.45	5174.37	6449.76	1029.84	7.661	7.94091	0.051	46.4811	83.2591	71.4682	7.83188	2.61063	172.89	1.14915	9	0	-9	0	0	0
19.475	5174.36	6449.75	1029.84	7.661	7.94091	0.051	46.481	83.2591	71.4682	7.83188	2.61063	174.039	1.14915	9	0	-9	0	0	0
19.5	5174.35	6449.74	1029.84	7.661	7.94091	0.051	46.481	83.259	71.4682	7.83188	2.61063	175.188	1.14915	9	0	-9	0	0	0
19.525	5174.34	6449.72	1029.84	7.661	7.94091	0.051	46.4809	83.259	71.4682	7.83188	2.61063	176.337	1.14915	9	0	-9	0	0	0
19.55	5174.33	6449.71	1029.84	7.661	7.94091	0.051	46.4808	83.259	71.4682	7.83188	2.61063	177.486	1.14915	9	0	-9	0	0	0
19.575	5174.32	6449.69	1029.84	7.661	7.94091	0.051	46.4807	83.259	71.4682	7.83188	2.61063	178.635	1.14915	9	0	-9	0	0	0
19.6	5174.31	6449.68	1029.84	7.661	7.94091	0.051	46.4806	83.2589	71.4682	7.83188	2.61063	179.784	1.14915	9	0	-9	0	0	0
19.625	5174.3	6449.67	1029.84	7.661	7.94091	0.051	46.4805	83.2589	71.4682	7.83188	2.61063	180.934	1.14915	9	0	-9	0	0	0
19.65	5174.29	6449.65	1029.84	7.661	7.94091	0.051	46.4804	83.2588	71.4682	7.83188	2.61063	182.083	1.14915	9	0	-9	0	0	0
19.675	5174.28	6449.64	1029.84	7.661	7.94091	0.051	46.4803	83.2588	71.4682	7.83188	2.61063	183.232	1.14915	9	0	-9	0	0	0
19.7	5174.27	6449.63	1029.84	7.661	7.94091	0.051	46.4802	83.2588	71.4682	7.83188	2.61063	184.381	1.14915	9	0	-9	0	0	0
19.725	5174.26	6449.62	1029.84	7.661	7.94091	0.051	46.4801	83.2587	71.4682	7.83188	2.61063	185.53	1.14915	9	0	-9	0	0	0
19.75	5174.25	6449.61	1029.84	7.661	7.94091	0.051	46.48	83.2587	71.4682	7.83188	2.61063	186.679	1.14915	9	0	-9	0	0	0
19.775	5174.24	6449.6	1029.84	7.661	7.94091	0.051	46.48	83.2587	71.4682	7.83188	2.61063	187.828	1.14915	9	0	-9	0	0	0
19.8	5174.23	6449.59	1029.84	7.661	7.94091	0.051	46.4799	83.2586	71.4682	7.83188	2.61063	188.978	1.14915	9	0	-9	0	0	0
19.825	5174.22	6449.58	1029.83	7.661	7.94091	0.051	46.4798	83.2586	71.4682	7.83188	2.61063	190.127	1.14915	9	0	-9	0	0	0
19.85	5174.22	6449.57	1029.83	7.661	7.94091	0.051	46.4797	83.2585	71.4682	7.83188	2.61063	191.276	1.14915	9	0	-9	0	0	0
19.875	5174.21	6449.56	1029.83	7.661	7.94091	0.051	46.4797	83.2585	71.4682	7.83188	2.61063	192.425	1.14915	9	0	-9	0	0	0
19.9	5174.2	6449.55	1029.83	7.661	7.94091	0.051	46.4796	83.2585	71.4682	7.83188	2.61063	193.574	1.14915	9	0	-9	0	0	0
19.925	5174.19	6449.54	1029.83	7.661	7.94091	0.051	46.4795	83.2584	71.4682	7.83188	2.61063	194.723	1.14915	9	0	-9	0	0	0
19.95	5174.19	6449.53	1029.83	7.661	7.94091	0.051	46.4795	83.2584	71.4682	7.83188	2.61063	195.873	1.14915	9	0	-9	0	0	0
19.975	5174.18	6449.52	1029.83	7.661	7.94091	0.051	46.4794	83.2584	71.4682	7.83188	2.61063	197.022	1.14915	9	0	-9	0	0	0
20	5174.18	6449.52	1029.83	7.661	7.94091	0.051	46.4794	83.2583	71.4682	7.83188	2.61063	198.171	1.14915	9	0	-9	0	0	0
20.025	5174.17	6449.51	1029.83	7.661	7.94091	0.051	46.4793	83.2583	71.4682	7.83188	2.61063	199.32	1.14915	9	0	-9	0	0	0
20.05	5174.16	6449.5	1029.83	7.661	7.94091	0.051	46.4793	83.2582	71.4682	7.83188	2.61063	200.469	1.14915	9	0	-9	0	0	0
20.075	5174.16	6449.49	1029.83	7.661	7.94091	0.051	46.4792	83.2582	71.4682	7.83188	2.61063	201.618	1.14915	9	0	-9	0	0	0
20.1	5174.15	6449.48	1029.83	7.661	7.94091	0.051	46.4791	83.2581	71.4682	7.83188	2.61063	202.767	1.14915	9	0	-9	0	0	0
20.125	5174.14	6449.47	1029.83	7.661	7.94091	0.051	46.4791	83.2581	71.4682	7.83188	2.61063	203.917	1.14915	9	0	-9	0	0	0
20.15	5174.14	6449.47	1029.83	7.661	7.94091	0.051	46.479	83.258	71.4682	7.83188	2.61063	205.066	1.14915	9	0	-9	0	0	0
20.175	5174.13	6449.46	1029.83	7.661	7.94091	0.051	46.479	83.258	71.4682	7.83188	2.61063	206.215	1.14915	9	0	-9	0	0	0
20.2	5174.13	6449.45	1029.83	7.661	7.94091	0.051	46.4789	83.258	71.4682	7.83188	2.61063	207.364	1.14915	9	0	-9	0	0	0
20.225	5174.12	6449.45	1029.83	7.661	7.94091	0.051	46.4789	83.258	71.4682	7.83188	2.61063	208.513	1.14915	9	0	-9	0	0	0
20.25	5174.12	6449.44	1029.83	7.661	7.94091	0.051	46.4788	83.2579	71.4682	7.83188	2.61063	209.662	1.14915	9	0	-9	0	0	0
20.275	5174.11	6449.44	1029.83	7.661	7.94091	0.051	46.4788	83.2579	71.4682	7.83188	2.61063	210.811	1.14915	9	0	-9	0	0	0
20.3	5174.11	6449.43	1029.83	7.661	7.94091	0.051	46.4788	83.2579	71.4682	7.83188	2.61063	211.961	1.14915	9	0	-9	0	0	0
20.325	5174.11	6449.43	1029.83	7.661	7.94091	0.051	46.4787	83.2578	71.4682	7.83188	2.61063	213.11	1.14915	9	0	-9	0	0	0
20.35	5174.1	6449.42	1029.82	7.661	7.94091	0.051	46.4787	83.2578	71.4682	7.83188	2.61063	214.259	1.14915	9	0	-9	0	0	0
20.375	5174.1	6449.42	1029.82	7.661	7.94091	0.051	46.4787	83.2578	71.4682	7.83188	2.61063	215.408	1.14915	9	0	-9	0	0	0
20.4	5174.1	6449.42	1029.82	7.661	7.94091	0.051	46.4787	83.2577	71.4682	7.83188	2.61063	216.557	1.14915	9	0	-9	0	0	0
20.425	5174.09	6449.41	1029.82	7.661	7.94091	0.051	46.4786	83.2577	71.4682	7.83188	2.61063	217.706	1.14915	9	0	-9	0	0	0
20.45	5174.09	6449.41	1029.82	7.661	7.94091	0.051	46.4786	83.2577	71.4682	7.83188	2.61063	218.856	1.14915	9	0	-9	0	0	0
20.475	5174.09	6449.41	1029.82	7.661	7.94091	0.051	46.4786	83.2577	71.4682	7.83188	2.61063	220.005	1.14915	9	0	-9	0	0	0
20.5	5174.09	6449.41	1029.82	7.661	7.94091	0.051	46.4786	83.2576	71.4682	7.83188	2.61063	221.154	1.14915	9	0	-9	0	0	0
20.525	5174.09	6449.41	1029.82	7.661	7.94091	0.051	46.4786	83.2576	71.4682	7.83188	2.61063	222.303	1.14915	9	0	-9	0	0	0
20.55	5174.09	6449.41	1029.82	7.661	7.94091	0.051	46.4786	83.2576	71.4682	7.83188	2.61063	223.452	1.14915	9	0	-9	0	0	0
20.575	5174.1	6449.42	1029.82	7.661	7.94091	0.051	46.4786	83.2576	71.4682	7.83188	2.61063	224.601	1.14915	9	0	-9	0	0	0
20.6	5174.1	6449.42	1029.82	7.661	7.94091	0.051	46.4786	83.2576	71.4682	7.83188	2.61063	225.75	1.14915	9	0	-9	0	0	0
20.625	5174.1	6449.42	1029.82	7.661	7.94091	0.051	46.4787	83.2576	71.4682	7.83188	2.61063	226.9	1.14915	9	0	-9	0	0	0
20.65	5174.1	6449.42	1029.82	7.661	7.94091	0.051	46.4787	83.2576	71.4682	7.83188	2.61063	228.049	1.14915	9	0	-9	0	0	0
20.675	5174.1	6449.42	1029.82	7.661	7.94091	0.051	46.4787	83.2576	71.4682	7.83188	2.61063	229.198	1.14915	9	0	-9	0	0	0
20.7	5174.1	6449.42	1029.82	7.661	7.94091	0.051	46.4787	83.2576	71.4682	7.83188	2.61063	230.347	1.14915	9	0	-9	0	0	0
20.725	5174.1	6449.42	1029.82	7.661	7.94091	0.051	46.4787	83.2576	71.4682	7.83188	2.61063	231.496	1.14915	9	0	-9	0	0	0
20.75	5174.1	6449.43	1029.82	7.661	7.94091	0.051	46.4787	83.2576	71.4682	7.83188	2.61063	232.645	1.14915	9	0	-9	0	0	0
20.775	5174.11	6449.43	1029.82	7.661	7.94091	0.051	46.4787	83.2576	71.4682	7.83188	2.61063	233.794	1.14915	9	0	-9	0	0	0
20.8	5174.11	6449.43	1029.82	7.661	7.94091	0.051	46.4788	83.2576	71.4682	7.83188	2.61063	234.944	1.14915	9	0	-9	0	0	0
20.825	5174.11	6449.44	1029.82	7.661	7.94091	0.051	46.4788	83.2576	71.4682	7.83188	2.61063	236.093	1.14915	9	0	-9	0	0	0
20.85	5174.12	6449.44	1029.82	7.661	7.94091	0.051	46.4789	83.2576	71.4682	7.83188	2.61063	237.242	1.14915	9	0	-9	0	0	0
20.875	5174.12	6449.45	1029.82	7.661	7.94091	0.051	46.4789	83.2576	71.4682	7.83188	2.61063	238.391	1.14915	9	0	-9	0	0	0
20.9	5174.13	6449.45	1029.82	7.661	7.94091	0.051	46.4789	83.2576	71.4682	7.83188	2.61063	239.54	1.14915	9	0	-9	0	0	0
20.925	5174.13	6449.46	1029.82	7.661	7.94091	0.051	46.479	83.2576	71.4682	7.83188	2.61063	240.689	1.14915	9	0	-9	0	0	0
20.95	5174.14	6449.47	1029.82	7.661	7.94091	0.051	46.479	83.2576	71.4682	7.83188	2.61063	241.839	1.14915	9	0	-9	0	0	0
20.975	5174.14	6449.47	1029.82	7.661	7.94091	0.051	46.4791	83.2576	71.4682	7.83188	2.61063	242.988	1.14915	9	0	-9	0	0	0
21	5174.15	6449.48	1029.82	7.661	7.94091	0.051	46.4791	83.2577	71.4682	7.83188	2.61063	244.137	1.14915	9	0	-9	0	0	0
21.025	5174.15	6449.49	1029.82	7.661	7.94091	0.051	46.4792	83.2577	71.4682	7.83188	2.61063	245.286	1.14915	9	0	-9	0	0	0
21.05	5174.16	6449.5	1029.82	7.661	7.94091	0.051	46.4792	83.2577	71.4682	7.83188	2.61063	246.435	1.14915	9	0	-9	0	0	0
21.075	5174.17	6449.51	1029.82	7.661	7.94091	0.051	46.4793	83.2577	71.4682	7.83188	2.61063	247.584	1.14915	9	0	-9	0	0	0
21.1	5174.18	6449.52	1029.82	7.661	7.94091	0.051	46.4794	83.2577	71.4682	7.83188	2.61063	248.733	1.14915	9	0	-9	0	0	0
21.125	5174.19	6449.53	1029.82	7.661	7.94091	0.051	46.4795	83.2578	71.4682	7.83188	2.61063	249.883	1.14915	9	0	-9	0	0	0
21.15	5174.2	6449.54	1029.82	7.661	7.94091	0.051	46.4796	83.2578	71.4682	7.83188	2.61063	251.032	1.14915	9	0	-9	0	0	0
21.175	5174.21	6449.55	1029.83	7.661	7.94091	0.051	46.4796	83.2578	71.4682	7.83188	2.61063	252.181	1.14915	9	0	-9	0	0	0
21.2	5174.22	6449.57	1029.83	7.661	7.94091	0.051	46.4797	83.2579	71.4682	7.83188	2.61063	253.33	1.14915	9	0	-9	0	0	0
21.225	5174.23	6449.58	1029.83	7.661	7.94091	0.051	46.4798	83.2579	71.4682	7.83188	2.61063	254.479	1.14915	9	0	-9	0	0	0
21.25	5174.24	6449.59	1029.83	7.661	7.94091	0.051	46.4799	83.2579	71.4682	7.83188	2.61063	255.628	1.14915	9	0	-9	0	0	0
21.275	5174.25	6449.61	1029.83	7.661	7.94091	0.051	46.48	83.258	71.4682	7.83188	2.61063	256.777	1.14915	9	0	-9	0	0	0
21.3	5174.25	6449.61	1029.83	7.661	7.94091	0.051	46.48	83.2581	71.4682	7.83188	2.61063	257.927	1.14915	9	0	-9	0	0	0
21.325	5174.25	6449.61	1029.83	7.661	7.94091	0.051	46.48	83.2583	71.4682	7.83188	2.61063	259.076	1.14915	9	0	-9	0	0	0
21.35	5174.25	6449.61	1029.83	7.661	7.94091	0.051	46.4801	83.2584	71.4682	7.83188	2.61063	260.225	1.14915	9	0	-9	0	0	0
21.375	5174.26	6449.61	1029.83	7.661	7.94091	0.051	46.4801	83.2586	71.4682	7.83188	2.61063	261.374	1.14915	9	0	-9	0	0	0
21.4	5174.26	6449.62	1029.84	7.661	7.94091	0.051	46.4801	83.2587	71.4682	7.83188	2.61063	262.523	1.14915	9	0	-9	0	0	0
21.425	5174.26	6449.62	1029.84	7.661	7.94091	0.051	46.4801	83.2589	71.4682	7.83188	2.61063	263.672	1.14915	9	0	-9	0	0	0
21.45	5174.26	6449.63	1029.84	7.661	7.94091	0.051	46.4802	83.259	71.4682	7.83188	2.61063	264.822	1.14915	9	0	-9	0	0	0
21.475	5174.27	6449.63	1029.84	7.661	7.94091	0.051	46.4802	83.2592	71.4682	7.83188	2.61063	265.971	1.14915	9	0	-9	0	0	0
21.5	5174.27	6449.63	1029.84	7.661	7.94091	0.051	46.4802	83.2593	71.4682	7.83188	2.61063	267.12	1.14915	9	0	-9	0	0	0
21.525	5174.28	6449.64	1029.84	7.661	7.94091	0.051	46.4803	83.2594	71.4682	7.83188	2.61063	268.269	1.14915	9	0	-9	0	0	0
21.55	5174.29	6449.65	1029.85	7.661	7.94091	0.051	46.4804	83.2595	71.4682	7.83188	2.61063	269.418	1.14915	9	0	-9	0	0	0
21.575	5174.29	6449.66	1029.85	7.661	7.94091	0.051	46.4804	83.2595	71.4682	7.83188	2.61063	270.567	1.14915	9	0	-9	0	0	0
21.6	5174.3	6449.67	1029.85	7.661	7.94091	0.051	46.4805	83.2596	71.4682	7.83188	2.61063	271.716	1.14915	9	0	-9	0	0	0
21.625	5174.31	6449.68	1029.85	7.661	7.94091	0.051	46.4806	83.2596	71.4682	7.83188	2.61063	272.866	1.14915	9	0	-9	0	0	0
21.65	5174.31	6449.69	1029.85	7.661	7.94091	0.051	46.4806	83.2596	71.4682	7.83188	2.61063	274.015	1.14915	9	0	-9	0	0	0
21.675	5174.31	6449.69	1029.85	7.661	7.94091	0.051	46.4806	83.2596	71.4682	7.83188	2.61063	275.164	1.14915	9	0	-9	0	0	0
21.7	5174.31	6449.69	1029.85	7.661	7.94091	0.051	46.4806	83.2596	71.4682	7.83188	2.61063	276.313	1.14915	9	0	-9	0	0	0
21.725	5174.31	6449.68	1029.85	7.661	7.94091	0.051	46.4806	83.2596	71.4682	7.83188	2.61063	277.462	1.14915	9	0	-9	0	0	0
21.75	5174.31	6449.68	1029.85	7.661	7.94091	0.051	46.4806	83.2594	71.4682	7.83188	2.61063	278.611	1.14915	9	0	-9	0	0	0
21.775	5174.31	6449.69	1029.84	7.661	7.94091	0.051	46.4806	83.2593	71.4682	7.83188	2.61063	279.76	1.14915	9	0	-9	0	0	0
