# Sensor: Sensor Rotor
# Record count: 2676
# Storage mode: Memory
# Datetime of save: 2023-10-04T19:24:00
# Statistical parameters for each field (time series) are placed above the column of the respective time series.

# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 0 s

# Column
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	
Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Demanded collective pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Wind angle at hub [°]	Yaw angle [°]
0.6	5174.74	6450.22	1029.78	7.661	7.94091	0.051	46.4845	83.2545	71.4682	7.83188	2.61063	26.4305	1.14915	9	0	-9	0	0	0
0.625	5174.76	6450.24	1029.79	7.661	7.94091	0.051	46.4846	83.2546	71.4682	7.83188	2.61063	27.5796	1.14915	9	0	-9	0	0	0
0.65	5174.77	6450.26	1029.79	7.661	7.94091	0.051	46.4847	83.2547	71.4682	7.83188	2.61063	28.7288	1.14915	9	0	-9	0	0	0
0.675	5174.79	6450.28	1029.79	7.661	7.94091	0.051	46.4849	83.2548	71.4682	7.83188	2.61063	29.8779	1.14915	9	0	-9	0	0	0
0.7	5174.8	6450.3	1029.79	7.661	7.94091	0.051	46.485	83.2549	71.4682	7.83188	2.61063	31.0271	1.14915	9	0	-9	0	0	0
0.725	5174.82	6450.31	1029.79	7.661	7.94091	0.051	46.4851	83.255	71.4682	7.83188	2.61063	32.1762	1.14915	9	0	-9	0	0	0
0.75	5174.82	6450.32	1029.79	7.661	7.94091	0.051	46.4852	83.2551	71.4682	7.83188	2.61063	33.3254	1.14915	9	0	-9	0	0	0
0.775	5174.83	6450.33	1029.79	7.661	7.94091	0.051	46.4853	83.2552	71.4682	7.83188	2.61063	34.4745	1.14915	9	0	-9	0	0	0
0.8	5174.84	6450.34	1029.79	7.661	7.94091	0.051	46.4853	83.2552	71.4682	7.83188	2.61063	35.6237	1.14915	9	0	-9	0	0	0
0.825	5174.85	6450.35	1029.79	7.661	7.94091	0.051	46.4854	83.2551	71.4682	7.83188	2.61063	36.7728	1.14915	9	0	-9	0	0	0
0.85	5174.86	6450.36	1029.79	7.661	7.94091	0.051	46.4855	83.2551	71.4682	7.83188	2.61063	37.922	1.14915	9	0	-9	0	0	0
0.875	5174.87	6450.37	1029.79	7.661	7.94091	0.051	46.4856	83.2551	71.4682	7.83188	2.61063	39.0711	1.14915	9	0	-9	0	0	0
0.9	5174.87	6450.39	1029.79	7.661	7.94091	0.051	46.4856	83.255	71.4682	7.83188	2.61063	40.2203	1.14915	9	0	-9	0	0	0
0.925	5174.88	6450.4	1029.79	7.661	7.94091	0.051	46.4857	83.255	71.4682	7.83188	2.61063	41.3694	1.14915	9	0	-9	0	0	0
0.95	5174.89	6450.41	1029.79	7.661	7.94091	0.051	46.4858	83.2549	71.4682	7.83188	2.61063	42.5186	1.14915	9	0	-9	0	0	0
0.975	5174.9	6450.41	1029.79	7.661	7.94091	0.051	46.4859	83.2549	71.4682	7.83188	2.61063	43.6677	1.14915	9	0	-9	0	0	0
1	5174.9	6450.42	1029.79	7.661	7.94091	0.051	46.4859	83.2548	71.4682	7.83188	2.61063	44.8169	1.14915	9	0	-9	0	0	0
1.025	5174.91	6450.43	1029.79	7.661	7.94091	0.051	46.4859	83.2547	71.4682	7.83188	2.61063	45.966	1.14915	9	0	-9	0	0	0
1.05	5174.9	6450.42	1029.79	7.661	7.94091	0.051	46.4859	83.2548	71.4682	7.83188	2.61063	47.1152	1.14915	9	0	-9	0	0	0
1.075	5174.9	6450.42	1029.79	7.661	7.94091	0.051	46.4859	83.2548	71.4682	7.83188	2.61063	48.2643	1.14915	9	0	-9	0	0	0
1.1	5174.89	6450.41	1029.79	7.661	7.94091	0.051	46.4858	83.2548	71.4682	7.83188	2.61063	49.4135	1.14915	9	0	-9	0	0	0
1.125	5174.89	6450.41	1029.79	7.661	7.94091	0.051	46.4858	83.2549	71.4682	7.83188	2.61063	50.5626	1.14915	9	0	-9	0	0	0
1.15	5174.88	6450.4	1029.79	7.661	7.94091	0.051	46.4857	83.2549	71.4682	7.83188	2.61063	51.7118	1.14915	9	0	-9	0	0	0
1.175	5174.88	6450.39	1029.79	7.661	7.94091	0.051	46.4857	83.2549	71.4682	7.83188	2.61063	52.8609	1.14915	9	0	-9	0	0	0
1.2	5174.87	6450.38	1029.79	7.661	7.94091	0.051	46.4856	83.255	71.4682	7.83188	2.61063	54.01	1.14915	9	0	-9	0	0	0
1.225	5174.87	6450.38	1029.79	7.661	7.94091	0.051	46.4856	83.255	71.4682	7.83188	2.61063	55.1592	1.14915	9	0	-9	0	0	0
1.25	5174.86	6450.37	1029.79	7.661	7.94091	0.051	46.4855	83.255	71.4682	7.83188	2.61063	56.3083	1.14915	9	0	-9	0	0	0
1.275	5174.86	6450.36	1029.79	7.661	7.94091	0.051	46.4855	83.255	71.4682	7.83188	2.61063	57.4575	1.14915	9	0	-9	0	0	0
1.3	5174.85	6450.36	1029.79	7.661	7.94091	0.051	46.4854	83.2551	71.4682	7.83188	2.61063	58.6066	1.14915	9	0	-9	0	0	0
1.325	5174.84	6450.35	1029.79	7.661	7.94091	0.051	46.4854	83.2551	71.4682	7.83188	2.61063	59.7558	1.14915	9	0	-9	0	0	0
1.35	5174.84	6450.34	1029.79	7.661	7.94091	0.051	46.4853	83.2551	71.4682	7.83188	2.61063	60.9049	1.14915	9	0	-9	0	0	0
1.375	5174.83	6450.34	1029.79	7.661	7.94091	0.051	46.4853	83.2552	71.4682	7.83188	2.61063	62.0541	1.14915	9	0	-9	0	0	0
1.4	5174.83	6450.33	1029.79	7.661	7.94091	0.051	46.4852	83.2552	71.4682	7.83188	2.61063	63.2032	1.14915	9	0	-9	0	0	0
1.425	5174.82	6450.32	1029.79	7.661	7.94091	0.051	46.4852	83.2552	71.4682	7.83188	2.61063	64.3524	1.14915	9	0	-9	0	0	0
1.45	5174.82	6450.31	1029.79	7.661	7.94091	0.051	46.4851	83.2553	71.4682	7.83188	2.61063	65.5015	1.14915	9	0	-9	0	0	0
1.475	5174.81	6450.31	1029.79	7.661	7.94091	0.051	46.4851	83.2553	71.4682	7.83188	2.61063	66.6507	1.14915	9	0	-9	0	0	0
1.5	5174.81	6450.3	1029.79	7.661	7.94091	0.051	46.485	83.2553	71.4682	7.83188	2.61063	67.7998	1.14915	9	0	-9	0	0	0
1.525	5174.8	6450.3	1029.79	7.661	7.94091	0.051	46.485	83.2554	71.4682	7.83188	2.61063	68.949	1.14915	9	0	-9	0	0	0
1.55	5174.8	6450.29	1029.8	7.661	7.94091	0.051	46.485	83.2554	71.4682	7.83188	2.61063	70.0981	1.14915	9	0	-9	0	0	0
1.575	5174.79	6450.29	1029.8	7.661	7.94091	0.051	46.4849	83.2554	71.4682	7.83188	2.61063	71.2473	1.14915	9	0	-9	0	0	0
1.6	5174.79	6450.28	1029.8	7.661	7.94091	0.051	46.4849	83.2555	71.4682	7.83188	2.61063	72.3964	1.14915	9	0	-9	0	0	0
1.625	5174.79	6450.28	1029.8	7.661	7.94091	0.051	46.4849	83.2555	71.4682	7.83188	2.61063	73.5456	1.14915	9	0	-9	0	0	0
1.65	5174.78	6450.27	1029.8	7.661	7.94091	0.051	46.4848	83.2556	71.4682	7.83188	2.61063	74.6947	1.14915	9	0	-9	0	0	0
1.675	5174.78	6450.27	1029.8	7.661	7.94091	0.051	46.4848	83.2556	71.4682	7.83188	2.61063	75.8439	1.14915	9	0	-9	0	0	0
1.7	5174.78	6450.26	1029.8	7.661	7.94091	0.051	46.4848	83.2557	71.4682	7.83188	2.61063	76.993	1.14915	9	0	-9	0	0	0
1.725	5174.77	6450.26	1029.8	7.661	7.94091	0.051	46.4847	83.2557	71.4682	7.83188	2.61063	78.1422	1.14915	9	0	-9	0	0	0
1.75	5174.77	6450.26	1029.8	7.661	7.94091	0.051	46.4847	83.2558	71.4682	7.83188	2.61063	79.2913	1.14915	9	0	-9	0	0	0
1.775	5174.76	6450.25	1029.8	7.661	7.94091	0.051	46.4847	83.2558	71.4682	7.83188	2.61063	80.4405	1.14915	9	0	-9	0	0	0
1.8	5174.76	6450.24	1029.8	7.661	7.94091	0.051	46.4846	83.2558	71.4682	7.83188	2.61063	81.5896	1.14915	9	0	-9	0	0	0
1.825	5174.75	6450.23	1029.8	7.661	7.94091	0.051	46.4846	83.2559	71.4682	7.83188	2.61063	82.7388	1.14915	9	0	-9	0	0	0
1.85	5174.75	6450.23	1029.8	7.661	7.94091	0.051	46.4845	83.256	71.4682	7.83188	2.61063	83.8879	1.14915	9	0	-9	0	0	0
1.875	5174.75	6450.23	1029.8	7.661	7.94091	0.051	46.4845	83.256	71.4682	7.83188	2.61063	85.0371	1.14915	9	0	-9	0	0	0
1.9	5174.74	6450.22	1029.8	7.661	7.94091	0.051	46.4845	83.2561	71.4682	7.83188	2.61063	86.1862	1.14915	9	0	-9	0	0	0
1.925	5174.74	6450.22	1029.8	7.661	7.94091	0.051	46.4844	83.2561	71.4682	7.83188	2.61063	87.3354	1.14915	9	0	-9	0	0	0
1.95	5174.73	6450.21	1029.81	7.661	7.94091	0.051	46.4844	83.2562	71.4682	7.83188	2.61063	88.4845	1.14915	9	0	-9	0	0	0
1.975	5174.73	6450.21	1029.81	7.661	7.94091	0.051	46.4844	83.2563	71.4682	7.83188	2.61063	89.6337	1.14915	9	0	-9	0	0	0
2	5174.73	6450.2	1029.81	7.661	7.94091	0.051	46.4843	83.2563	71.4682	7.83188	2.61063	90.7828	1.14915	9	0	-9	0	0	0
2.025	5174.73	6450.2	1029.81	7.661	7.94091	0.051	46.4843	83.2564	71.4682	7.83188	2.61063	91.932	1.14915	9	0	-9	0	0	0
2.05	5174.72	6450.2	1029.81	7.661	7.94091	0.051	46.4843	83.2565	71.4682	7.83188	2.61063	93.0811	1.14915	9	0	-9	0	0	0
2.075	5174.72	6450.2	1029.81	7.661	7.94091	0.051	46.4843	83.2565	71.4682	7.83188	2.61063	94.2303	1.14915	9	0	-9	0	0	0
2.1	5174.72	6450.19	1029.81	7.661	7.94091	0.051	46.4843	83.2566	71.4682	7.83188	2.61063	95.3794	1.14915	9	0	-9	0	0	0
2.125	5174.72	6450.19	1029.81	7.661	7.94091	0.051	46.4842	83.2567	71.4682	7.83188	2.61063	96.5286	1.14915	9	0	-9	0	0	0
2.15	5174.72	6450.19	1029.81	7.661	7.94091	0.051	46.4842	83.2568	71.4682	7.83188	2.61063	97.6777	1.14915	9	0	-9	0	0	0
2.175	5174.72	6450.19	1029.81	7.661	7.94091	0.051	46.4842	83.2568	71.4682	7.83188	2.61063	98.8269	1.14915	9	0	-9	0	0	0
2.2	5174.72	6450.19	1029.81	7.661	7.94091	0.051	46.4842	83.2569	71.4682	7.83188	2.61063	99.976	1.14915	9	0	-9	0	0	0
2.225	5174.72	6450.19	1029.82	7.661	7.94091	0.051	46.4842	83.257	71.4682	7.83188	2.61063	101.125	1.14915	9	0	-9	0	0	0
2.25	5174.72	6450.19	1029.82	7.661	7.94091	0.051	46.4842	83.2571	71.4682	7.83188	2.61063	102.274	1.14915	9	0	-9	0	0	0
2.275	5174.72	6450.19	1029.82	7.661	7.94091	0.051	46.4842	83.2572	71.4682	7.83188	2.61063	103.423	1.14915	9	0	-9	0	0	0
2.3	5174.72	6450.19	1029.82	7.661	7.94091	0.051	46.4842	83.2573	71.4682	7.83188	2.61063	104.573	1.14915	9	0	-9	0	0	0
2.325	5174.72	6450.19	1029.82	7.661	7.94091	0.051	46.4842	83.2574	71.4682	7.83188	2.61063	105.722	1.14915	9	0	-9	0	0	0
2.35	5174.71	6450.19	1029.82	7.661	7.94091	0.051	46.4842	83.2575	71.4682	7.83188	2.61063	106.871	1.14915	9	0	-9	0	0	0
2.375	5174.71	6450.19	1029.82	7.661	7.94091	0.051	46.4842	83.2576	71.4682	7.83188	2.61063	108.02	1.14915	9	0	-9	0	0	0
2.4	5174.71	6450.19	1029.82	7.661	7.94091	0.051	46.4842	83.2577	71.4682	7.83188	2.61063	109.169	1.14915	9	0	-9	0	0	0
2.425	5174.72	6450.19	1029.82	7.661	7.94091	0.051	46.4842	83.2578	71.4682	7.83188	2.61063	110.318	1.14915	9	0	-9	0	0	0
2.45	5174.72	6450.19	1029.83	7.661	7.94091	0.051	46.4842	83.2579	71.4682	7.83188	2.61063	111.468	1.14915	9	0	-9	0	0	0
2.475	5174.72	6450.19	1029.83	7.661	7.94091	0.051	46.4842	83.2579	71.4682	7.83188	2.61063	112.617	1.14915	9	0	-9	0	0	0
2.5	5174.72	6450.19	1029.83	7.661	7.94091	0.051	46.4842	83.258	71.4682	7.83188	2.61063	113.766	1.14915	9	0	-9	0	0	0
2.525	5174.72	6450.19	1029.83	7.661	7.94091	0.051	46.4843	83.2582	71.4682	7.83188	2.61063	114.915	1.14915	9	0	-9	0	0	0
2.55	5174.72	6450.2	1029.83	7.661	7.94091	0.051	46.4843	83.2583	71.4682	7.83188	2.61063	116.064	1.14915	9	0	-9	0	0	0
2.575	5174.72	6450.2	1029.83	7.661	7.94091	0.051	46.4843	83.2584	71.4682	7.83188	2.61063	117.213	1.14915	9	0	-9	0	0	0
2.6	5174.73	6450.2	1029.83	7.661	7.94091	0.051	46.4843	83.2585	71.4682	7.83188	2.61063	118.362	1.14915	9	0	-9	0	0	0
2.625	5174.73	6450.2	1029.83	7.661	7.94091	0.051	46.4843	83.2586	71.4682	7.83188	2.61063	119.512	1.14915	9	0	-9	0	0	0
2.65	5174.73	6450.21	1029.84	7.661	7.94091	0.051	46.4843	83.2587	71.4682	7.83188	2.61063	120.661	1.14915	9	0	-9	0	0	0
2.675	5174.73	6450.21	1029.84	7.661	7.94091	0.051	46.4844	83.2588	71.4682	7.83188	2.61063	121.81	1.14915	9	0	-9	0	0	0
2.7	5174.74	6450.21	1029.84	7.661	7.94091	0.051	46.4844	83.2589	71.4682	7.83188	2.61063	122.959	1.14915	9	0	-9	0	0	0
2.725	5174.74	6450.22	1029.84	7.661	7.94091	0.051	46.4844	83.259	71.4682	7.83188	2.61063	124.108	1.14915	9	0	-9	0	0	0
2.75	5174.75	6450.23	1029.84	7.661	7.94091	0.051	46.4845	83.2591	71.4682	7.83188	2.61063	125.257	1.14915	9	0	-9	0	0	0
2.775	5174.75	6450.23	1029.84	7.661	7.94091	0.051	46.4845	83.2592	71.4682	7.83188	2.61063	126.406	1.14915	9	0	-9	0	0	0
2.8	5174.76	6450.24	1029.84	7.661	7.94091	0.051	46.4846	83.2593	71.4682	7.83188	2.61063	127.556	1.14915	9	0	-9	0	0	0
2.825	5174.76	6450.25	1029.85	7.661	7.94091	0.051	46.4846	83.2595	71.4682	7.83188	2.61063	128.705	1.14915	9	0	-9	0	0	0
2.85	5174.77	6450.26	1029.85	7.661	7.94091	0.051	46.4847	83.2596	71.4682	7.83188	2.61063	129.854	1.14915	9	0	-9	0	0	0
2.875	5174.78	6450.26	1029.85	7.661	7.94091	0.051	46.4848	83.2597	71.4682	7.83188	2.61063	131.003	1.14915	9	0	-9	0	0	0
2.9	5174.78	6450.27	1029.85	7.661	7.94091	0.051	46.4848	83.2598	71.4682	7.83188	2.61063	132.152	1.14915	9	0	-9	0	0	0
2.925	5174.79	6450.28	1029.85	7.661	7.94091	0.051	46.4849	83.26	71.4682	7.83188	2.61063	133.301	1.14915	9	0	-9	0	0	0
2.95	5174.8	6450.29	1029.85	7.661	7.94091	0.051	46.4849	83.2601	71.4682	7.83188	2.61063	134.451	1.14915	9	0	-9	0	0	0
2.975	5174.8	6450.3	1029.85	7.661	7.94091	0.051	46.485	83.2602	71.4682	7.83188	2.61063	135.6	1.14915	9	0	-9	0	0	0
3	5174.8	6450.29	1029.86	7.661	7.94091	0.051	46.485	83.2604	71.4682	7.83188	2.61063	136.749	1.14915	9	0	-9	0	0	0
3.025	5174.8	6450.29	1029.86	7.661	7.94091	0.051	46.4849	83.2607	71.4682	7.83188	2.61063	137.898	1.14915	9	0	-9	0	0	0
3.05	5174.79	6450.28	1029.86	7.661	7.94091	0.051	46.4849	83.2609	71.4682	7.83188	2.61063	139.047	1.14915	9	0	-9	0	0	0
3.075	5174.79	6450.28	1029.87	7.661	7.94091	0.051	46.4849	83.2611	71.4682	7.83188	2.61063	140.196	1.14915	9	0	-9	0	0	0
3.1	5174.79	6450.28	1029.87	7.661	7.94091	0.051	46.4849	83.2613	71.4682	7.83188	2.61063	141.345	1.14915	9	0	-9	0	0	0
3.125	5174.78	6450.27	1029.87	7.661	7.94091	0.051	46.4848	83.2616	71.4682	7.83188	2.61063	142.495	1.14915	9	0	-9	0	0	0
3.15	5174.78	6450.27	1029.87	7.661	7.94091	0.051	46.4848	83.2618	71.4682	7.83188	2.61063	143.644	1.14915	9	0	-9	0	0	0
3.175	5174.78	6450.27	1029.88	7.661	7.94091	0.051	46.4848	83.262	71.4682	7.83188	2.61063	144.793	1.14915	9	0	-9	0	0	0
3.2	5174.78	6450.27	1029.88	7.661	7.94091	0.051	46.4848	83.2622	71.4682	7.83188	2.61063	145.942	1.14915	9	0	-9	0	0	0
3.225	5174.78	6450.26	1029.88	7.661	7.94091	0.051	46.4848	83.2624	71.4682	7.83188	2.61063	147.091	1.14915	9	0	-9	0	0	0
3.25	5174.77	6450.26	1029.88	7.661	7.94091	0.051	46.4847	83.2627	71.4682	7.83188	2.61063	148.24	1.14915	9	0	-9	0	0	0
3.275	5174.77	6450.26	1029.89	7.661	7.94091	0.051	46.4847	83.2628	71.4682	7.83188	2.61063	149.389	1.14915	9	0	-9	0	0	0
3.3	5174.78	6450.27	1029.89	7.661	7.94091	0.051	46.4848	83.2629	71.4682	7.83188	2.61063	150.539	1.14915	9	0	-9	0	0	0
3.325	5174.78	6450.27	1029.89	7.661	7.94091	0.051	46.4848	83.2631	71.4682	7.83188	2.61063	151.688	1.14915	9	0	-9	0	0	0
3.35	5174.79	6450.28	1029.89	7.661	7.94091	0.051	46.4848	83.2632	71.4682	7.83188	2.61063	152.837	1.14915	9	0	-9	0	0	0
3.375	5174.78	6450.27	1029.89	7.661	7.94091	0.051	46.4848	83.2633	71.4682	7.83188	2.61063	153.986	1.14915	9	0	-9	0	0	0
3.4	5174.78	6450.27	1029.89	7.661	7.94091	0.051	46.4848	83.2633	71.4682	7.83188	2.61063	155.135	1.14915	9	0	-9	0	0	0
3.425	5174.78	6450.27	1029.89	7.661	7.94091	0.051	46.4848	83.2634	71.4682	7.83188	2.61063	156.284	1.14915	9	0	-9	0	0	0
3.45	5174.78	6450.27	1029.89	7.661	7.94091	0.051	46.4848	83.2634	71.4682	7.83188	2.61063	157.434	1.14915	9	0	-9	0	0	0
3.475	5174.78	6450.27	1029.89	7.661	7.94091	0.051	46.4848	83.2633	71.4682	7.83188	2.61063	158.583	1.14915	9	0	-9	0	0	0
3.5	5174.78	6450.27	1029.89	7.661	7.94091	0.051	46.4848	83.2633	71.4682	7.83188	2.61063	159.732	1.14915	9	0	-9	0	0	0
3.525	5174.78	6450.26	1029.89	7.661	7.94091	0.051	46.4848	83.2632	71.4682	7.83188	2.61063	160.881	1.14915	9	0	-9	0	0	0
3.55	5174.77	6450.26	1029.89	7.661	7.94091	0.051	46.4847	83.2632	71.4682	7.83188	2.61063	162.03	1.14915	9	0	-9	0	0	0
3.575	5174.77	6450.25	1029.89	7.661	7.94091	0.051	46.4847	83.2631	71.4682	7.83188	2.61063	163.179	1.14915	9	0	-9	0	0	0
3.6	5174.76	6450.25	1029.89	7.661	7.94091	0.051	46.4846	83.263	71.4682	7.83188	2.61063	164.328	1.14915	9	0	-9	0	0	0
3.625	5174.76	6450.24	1029.89	7.661	7.94091	0.051	46.4846	83.263	71.4682	7.83188	2.61063	165.478	1.14915	9	0	-9	0	0	0
3.65	5174.75	6450.24	1029.89	7.661	7.94091	0.051	46.4846	83.2629	71.4682	7.83188	2.61063	166.627	1.14915	9	0	-9	0	0	0
3.675	5174.75	6450.23	1029.89	7.661	7.94091	0.051	46.4845	83.2628	71.4682	7.83188	2.61063	167.776	1.14915	9	0	-9	0	0	0
3.7	5174.75	6450.23	1029.89	7.661	7.94091	0.051	46.4845	83.2627	71.4682	7.83188	2.61063	168.925	1.14915	9	0	-9	0	0	0
3.725	5174.73	6450.21	1029.89	7.661	7.94091	0.051	46.4844	83.2627	71.4682	7.83188	2.61063	170.074	1.14915	9	0	-9	0	0	0
3.75	5174.72	6450.19	1029.89	7.661	7.94091	0.051	46.4842	83.2627	71.4682	7.83188	2.61063	171.223	1.14915	9	0	-9	0	0	0
3.775	5174.7	6450.17	1029.89	7.661	7.94091	0.051	46.4841	83.2627	71.4682	7.83188	2.61063	172.372	1.14915	9	0	-9	0	0	0
3.8	5174.69	6450.15	1029.89	7.661	7.94091	0.051	46.484	83.2627	71.4682	7.83188	2.61063	173.522	1.14915	9	0	-9	0	0	0
3.825	5174.67	6450.14	1029.89	7.661	7.94091	0.051	46.4839	83.2627	71.4682	7.83188	2.61063	174.671	1.14915	9	0	-9	0	0	0
3.85	5174.66	6450.12	1029.89	7.661	7.94091	0.051	46.4837	83.2628	71.4682	7.83188	2.61063	175.82	1.14915	9	0	-9	0	0	0
3.875	5174.65	6450.1	1029.89	7.661	7.94091	0.051	46.4836	83.2628	71.4682	7.83188	2.61063	176.969	1.14915	9	0	-9	0	0	0
3.9	5174.63	6450.09	1029.89	7.661	7.94091	0.051	46.4835	83.2627	71.4682	7.83188	2.61063	178.118	1.14915	9	0	-9	0	0	0
