# Sensor: Sensor Rotor
# Record count: 3006
# Storage mode: Memory
# Datetime of save: 2023-10-04T19:16:54
# Statistical parameters for each field (time series) are placed above the column of the respective time series.

# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 0 s

# Column
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	
Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Demanded collective pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Wind angle at hub [°]	Yaw angle [°]
0.35	9447.89	9635.87	1538.24	9.363	7.94053	0.051	46.484	83.2502	87.3459	6.4082	2.13607	18.2578	1.40445	11	0	-11	0	0	0
0.375	9447.91	9635.9	1538.24	9.363	7.94053	0.051	46.4841	83.2505	87.3459	6.4082	2.13607	19.6623	1.40445	11	0	-11	0	0	0
0.4	9447.94	9635.92	1538.25	9.363	7.94053	0.051	46.4842	83.2507	87.3459	6.4082	2.13607	21.0667	1.40445	11	0	-11	0	0	0
0.425	9447.96	9635.95	1538.25	9.363	7.94053	0.051	46.4843	83.251	87.3459	6.4082	2.13607	22.4712	1.40445	11	0	-11	0	0	0
0.45	9447.98	9635.96	1538.26	9.363	7.94053	0.051	46.4844	83.2512	87.3459	6.4082	2.13607	23.8756	1.40445	11	0	-11	0	0	0
0.475	9448	9635.98	1538.26	9.363	7.94053	0.051	46.4845	83.2515	87.3459	6.4082	2.13607	25.2801	1.40445	11	0	-11	0	0	0
0.5	9448.03	9636.02	1538.27	9.363	7.94053	0.051	46.4847	83.2516	87.3459	6.4082	2.13607	26.6845	1.40445	11	0	-11	0	0	0
0.525	9448.06	9636.05	1538.27	9.363	7.94053	0.051	46.4848	83.2518	87.3459	6.4082	2.13607	28.089	1.40445	11	0	-11	0	0	0
0.55	9448.1	9636.09	1538.27	9.363	7.94053	0.051	46.485	83.2519	87.3459	6.4082	2.13607	29.4934	1.40445	11	0	-11	0	0	0
0.575	9448.13	9636.12	1538.27	9.363	7.94053	0.051	46.4852	83.252	87.3459	6.4082	2.13607	30.8979	1.40445	11	0	-11	0	0	0
0.6	9448.16	9636.15	1538.28	9.363	7.94053	0.051	46.4853	83.2521	87.3459	6.4082	2.13607	32.3023	1.40445	11	0	-11	0	0	0
0.625	9448.18	9636.17	1538.28	9.363	7.94053	0.051	46.4854	83.2522	87.3459	6.4082	2.13607	33.7068	1.40445	11	0	-11	0	0	0
0.65	9448.19	9636.18	1538.28	9.363	7.94053	0.051	46.4855	83.2523	87.3459	6.4082	2.13607	35.1113	1.40445	11	0	-11	0	0	0
0.675	9448.21	9636.2	1538.28	9.363	7.94053	0.051	46.4855	83.2523	87.3459	6.4082	2.13607	36.5157	1.40445	11	0	-11	0	0	0
0.7	9448.23	9636.22	1538.28	9.363	7.94053	0.051	46.4856	83.2522	87.3459	6.4082	2.13607	37.9202	1.40445	11	0	-11	0	0	0
0.725	9448.25	9636.24	1538.28	9.363	7.94053	0.051	46.4857	83.2522	87.3459	6.4082	2.13607	39.3246	1.40445	11	0	-11	0	0	0
0.75	9448.27	9636.26	1538.28	9.363	7.94053	0.051	46.4859	83.2521	87.3459	6.4082	2.13607	40.7291	1.40445	11	0	-11	0	0	0
0.775	9448.29	9636.28	1538.27	9.363	7.94053	0.051	46.4859	83.2521	87.3459	6.4082	2.13607	42.1335	1.40445	11	0	-11	0	0	0
0.8	9448.3	9636.3	1538.27	9.363	7.94053	0.051	46.486	83.252	87.3459	6.4082	2.13607	43.538	1.40445	11	0	-11	0	0	0
0.825	9448.31	9636.31	1538.27	9.363	7.94053	0.051	46.4861	83.2519	87.3459	6.4082	2.13607	44.9424	1.40445	11	0	-11	0	0	0
0.85	9448.32	9636.32	1538.27	9.363	7.94053	0.051	46.4861	83.2519	87.3459	6.4082	2.13607	46.3469	1.40445	11	0	-11	0	0	0
0.875	9448.31	9636.31	1538.27	9.363	7.94053	0.051	46.4861	83.2519	87.3459	6.4082	2.13607	47.7513	1.40445	11	0	-11	0	0	0
0.9	9448.3	9636.29	1538.27	9.363	7.94053	0.051	46.486	83.2519	87.3459	6.4082	2.13607	49.1558	1.40445	11	0	-11	0	0	0
0.925	9448.29	9636.28	1538.27	9.363	7.94053	0.051	46.4859	83.252	87.3459	6.4082	2.13607	50.5602	1.40445	11	0	-11	0	0	0
0.95	9448.28	9636.27	1538.27	9.363	7.94053	0.051	46.4859	83.252	87.3459	6.4082	2.13607	51.9647	1.40445	11	0	-11	0	0	0
0.975	9448.26	9636.26	1538.27	9.363	7.94053	0.051	46.4858	83.2521	87.3459	6.4082	2.13607	53.3691	1.40445	11	0	-11	0	0	0
1	9448.25	9636.24	1538.27	9.363	7.94053	0.051	46.4858	83.2521	87.3459	6.4082	2.13607	54.7736	1.40445	11	0	-11	0	0	0
1.025	9448.24	9636.23	1538.28	9.363	7.94053	0.051	46.4857	83.2521	87.3459	6.4082	2.13607	56.178	1.40445	11	0	-11	0	0	0
1.05	9448.23	9636.22	1538.28	9.363	7.94053	0.051	46.4856	83.2522	87.3459	6.4082	2.13607	57.5825	1.40445	11	0	-11	0	0	0
1.075	9448.21	9636.2	1538.28	9.363	7.94053	0.051	46.4856	83.2522	87.3459	6.4082	2.13607	58.9869	1.40445	11	0	-11	0	0	0
1.1	9448.2	9636.19	1538.28	9.363	7.94053	0.051	46.4855	83.2522	87.3459	6.4082	2.13607	60.3914	1.40445	11	0	-11	0	0	0
1.125	9448.19	9636.18	1538.28	9.363	7.94053	0.051	46.4854	83.2523	87.3459	6.4082	2.13607	61.7958	1.40445	11	0	-11	0	0	0
1.15	9448.17	9636.17	1538.28	9.363	7.94053	0.051	46.4854	83.2523	87.3459	6.4082	2.13607	63.2003	1.40445	11	0	-11	0	0	0
1.175	9448.16	9636.15	1538.28	9.363	7.94053	0.051	46.4853	83.2524	87.3459	6.4082	2.13607	64.6047	1.40445	11	0	-11	0	0	0
1.2	9448.15	9636.14	1538.28	9.363	7.94053	0.051	46.4853	83.2524	87.3459	6.4082	2.13607	66.0092	1.40445	11	0	-11	0	0	0
1.225	9448.14	9636.13	1538.28	9.363	7.94053	0.051	46.4852	83.2524	87.3459	6.4082	2.13607	67.4136	1.40445	11	0	-11	0	0	0
1.25	9448.13	9636.12	1538.28	9.363	7.94053	0.051	46.4852	83.2525	87.3459	6.4082	2.13607	68.8181	1.40445	11	0	-11	0	0	0
1.275	9448.12	9636.11	1538.28	9.363	7.94053	0.051	46.4851	83.2525	87.3459	6.4082	2.13607	70.2225	1.40445	11	0	-11	0	0	0
1.3	9448.11	9636.1	1538.28	9.363	7.94053	0.051	46.4851	83.2526	87.3459	6.4082	2.13607	71.627	1.40445	11	0	-11	0	0	0
1.325	9448.1	9636.09	1538.28	9.363	7.94053	0.051	46.485	83.2526	87.3459	6.4082	2.13607	73.0314	1.40445	11	0	-11	0	0	0
1.35	9448.09	9636.08	1538.29	9.363	7.94053	0.051	46.485	83.2527	87.3459	6.4082	2.13607	74.4359	1.40445	11	0	-11	0	0	0
1.375	9448.09	9636.07	1538.29	9.363	7.94053	0.051	46.4849	83.2527	87.3459	6.4082	2.13607	75.8403	1.40445	11	0	-11	0	0	0
1.4	9448.08	9636.07	1538.29	9.363	7.94053	0.051	46.4849	83.2528	87.3459	6.4082	2.13607	77.2448	1.40445	11	0	-11	0	0	0
1.425	9448.07	9636.06	1538.29	9.363	7.94053	0.051	46.4849	83.2529	87.3459	6.4082	2.13607	78.6492	1.40445	11	0	-11	0	0	0
1.45	9448.06	9636.05	1538.29	9.363	7.94053	0.051	46.4848	83.2529	87.3459	6.4082	2.13607	80.0537	1.40445	11	0	-11	0	0	0
1.475	9448.05	9636.04	1538.29	9.363	7.94053	0.051	46.4848	83.253	87.3459	6.4082	2.13607	81.4581	1.40445	11	0	-11	0	0	0
1.5	9448.04	9636.02	1538.29	9.363	7.94053	0.051	46.4847	83.253	87.3459	6.4082	2.13607	82.8625	1.40445	11	0	-11	0	0	0
1.525	9448.03	9636.02	1538.29	9.363	7.94053	0.051	46.4847	83.2531	87.3459	6.4082	2.13607	84.267	1.40445	11	0	-11	0	0	0
1.55	9448.02	9636.01	1538.29	9.363	7.94053	0.051	46.4846	83.2532	87.3459	6.4082	2.13607	85.6714	1.40445	11	0	-11	0	0	0
1.575	9448.01	9636	1538.3	9.363	7.94053	0.051	46.4846	83.2532	87.3459	6.4082	2.13607	87.0759	1.40445	11	0	-11	0	0	0
1.6	9448	9635.99	1538.3	9.363	7.94053	0.051	46.4845	83.2533	87.3459	6.4082	2.13607	88.4803	1.40445	11	0	-11	0	0	0
1.625	9448	9635.98	1538.3	9.363	7.94053	0.051	46.4845	83.2534	87.3459	6.4082	2.13607	89.8848	1.40445	11	0	-11	0	0	0
1.65	9447.99	9635.98	1538.3	9.363	7.94053	0.051	46.4845	83.2535	87.3459	6.4082	2.13607	91.2892	1.40445	11	0	-11	0	0	0
1.675	9447.98	9635.97	1538.3	9.363	7.94053	0.051	46.4844	83.2536	87.3459	6.4082	2.13607	92.6937	1.40445	11	0	-11	0	0	0
1.7	9447.98	9635.97	1538.3	9.363	7.94053	0.051	46.4844	83.2536	87.3459	6.4082	2.13607	94.0981	1.40445	11	0	-11	0	0	0
1.725	9447.98	9635.96	1538.31	9.363	7.94053	0.051	46.4844	83.2537	87.3459	6.4082	2.13607	95.5026	1.40445	11	0	-11	0	0	0
1.75	9447.97	9635.96	1538.31	9.363	7.94053	0.051	46.4844	83.2538	87.3459	6.4082	2.13607	96.907	1.40445	11	0	-11	0	0	0
1.775	9447.97	9635.96	1538.31	9.363	7.94053	0.051	46.4844	83.2539	87.3459	6.4082	2.13607	98.3115	1.40445	11	0	-11	0	0	0
1.8	9447.97	9635.96	1538.31	9.363	7.94053	0.051	46.4844	83.254	87.3459	6.4082	2.13607	99.7159	1.40445	11	0	-11	0	0	0
1.825	9447.97	9635.96	1538.31	9.363	7.94053	0.051	46.4844	83.2542	87.3459	6.4082	2.13607	101.12	1.40445	11	0	-11	0	0	0
1.85	9447.97	9635.96	1538.32	9.363	7.94053	0.051	46.4844	83.2543	87.3459	6.4082	2.13607	102.525	1.40445	11	0	-11	0	0	0
1.875	9447.97	9635.96	1538.32	9.363	7.94053	0.051	46.4844	83.2544	87.3459	6.4082	2.13607	103.929	1.40445	11	0	-11	0	0	0
1.9	9447.97	9635.95	1538.32	9.363	7.94053	0.051	46.4844	83.2545	87.3459	6.4082	2.13607	105.334	1.40445	11	0	-11	0	0	0
1.925	9447.97	9635.95	1538.32	9.363	7.94053	0.051	46.4844	83.2546	87.3459	6.4082	2.13607	106.738	1.40445	11	0	-11	0	0	0
1.95	9447.97	9635.95	1538.32	9.363	7.94053	0.051	46.4844	83.2547	87.3459	6.4082	2.13607	108.143	1.40445	11	0	-11	0	0	0
1.975	9447.97	9635.95	1538.32	9.363	7.94053	0.051	46.4844	83.2548	87.3459	6.4082	2.13607	109.547	1.40445	11	0	-11	0	0	0
2	9447.97	9635.95	1538.33	9.363	7.94053	0.051	46.4844	83.2549	87.3459	6.4082	2.13607	110.952	1.40445	11	0	-11	0	0	0
2.025	9447.97	9635.96	1538.33	9.363	7.94053	0.051	46.4844	83.255	87.3459	6.4082	2.13607	112.356	1.40445	11	0	-11	0	0	0
2.05	9447.97	9635.96	1538.33	9.363	7.94053	0.051	46.4844	83.2552	87.3459	6.4082	2.13607	113.76	1.40445	11	0	-11	0	0	0
2.075	9447.98	9635.96	1538.33	9.363	7.94053	0.051	46.4844	83.2553	87.3459	6.4082	2.13607	115.165	1.40445	11	0	-11	0	0	0
2.1	9447.98	9635.97	1538.34	9.363	7.94053	0.051	46.4844	83.2554	87.3459	6.4082	2.13607	116.569	1.40445	11	0	-11	0	0	0
2.125	9447.98	9635.97	1538.34	9.363	7.94053	0.051	46.4844	83.2555	87.3459	6.4082	2.13607	117.974	1.40445	11	0	-11	0	0	0
2.15	9447.99	9635.98	1538.34	9.363	7.94053	0.051	46.4845	83.2556	87.3459	6.4082	2.13607	119.378	1.40445	11	0	-11	0	0	0
2.175	9447.99	9635.98	1538.34	9.363	7.94053	0.051	46.4845	83.2558	87.3459	6.4082	2.13607	120.783	1.40445	11	0	-11	0	0	0
2.2	9448	9635.99	1538.35	9.363	7.94053	0.051	46.4845	83.2559	87.3459	6.4082	2.13607	122.187	1.40445	11	0	-11	0	0	0
2.225	9448.01	9636	1538.35	9.363	7.94053	0.051	46.4846	83.256	87.3459	6.4082	2.13607	123.592	1.40445	11	0	-11	0	0	0
2.25	9448.02	9636.01	1538.35	9.363	7.94053	0.051	46.4846	83.2562	87.3459	6.4082	2.13607	124.996	1.40445	11	0	-11	0	0	0
2.275	9448.03	9636.02	1538.35	9.363	7.94053	0.051	46.4847	83.2563	87.3459	6.4082	2.13607	126.4	1.40445	11	0	-11	0	0	0
2.3	9448.04	9636.03	1538.36	9.363	7.94053	0.051	46.4847	83.2565	87.3459	6.4082	2.13607	127.805	1.40445	11	0	-11	0	0	0
2.325	9448.06	9636.05	1538.36	9.363	7.94053	0.051	46.4848	83.2566	87.3459	6.4082	2.13607	129.209	1.40445	11	0	-11	0	0	0
2.35	9448.07	9636.06	1538.36	9.363	7.94053	0.051	46.4849	83.2568	87.3459	6.4082	2.13607	130.614	1.40445	11	0	-11	0	0	0
2.375	9448.09	9636.08	1538.36	9.363	7.94053	0.051	46.4849	83.2569	87.3459	6.4082	2.13607	132.018	1.40445	11	0	-11	0	0	0
2.4	9448.1	9636.09	1538.37	9.363	7.94053	0.051	46.485	83.2571	87.3459	6.4082	2.13607	133.423	1.40445	11	0	-11	0	0	0
2.425	9448.12	9636.11	1538.37	9.363	7.94053	0.051	46.4851	83.2572	87.3459	6.4082	2.13607	134.827	1.40445	11	0	-11	0	0	0
2.45	9448.12	9636.11	1538.37	9.363	7.94053	0.051	46.4851	83.2574	87.3459	6.4082	2.13607	136.232	1.40445	11	0	-11	0	0	0
2.475	9448.12	9636.11	1538.38	9.363	7.94053	0.051	46.4851	83.2577	87.3459	6.4082	2.13607	137.636	1.40445	11	0	-11	0	0	0
2.5	9448.11	9636.1	1538.38	9.363	7.94053	0.051	46.4851	83.258	87.3459	6.4082	2.13607	139.041	1.40445	11	0	-11	0	0	0
2.525	9448.1	9636.09	1538.39	9.363	7.94053	0.051	46.485	83.2583	87.3459	6.4082	2.13607	140.445	1.40445	11	0	-11	0	0	0
2.55	9448.1	9636.09	1538.39	9.363	7.94053	0.051	46.485	83.2585	87.3459	6.4082	2.13607	141.849	1.40445	11	0	-11	0	0	0
2.575	9448.09	9636.08	1538.4	9.363	7.94053	0.051	46.485	83.2588	87.3459	6.4082	2.13607	143.254	1.40445	11	0	-11	0	0	0
2.6	9448.09	9636.08	1538.4	9.363	7.94053	0.051	46.4849	83.2591	87.3459	6.4082	2.13607	144.658	1.40445	11	0	-11	0	0	0
2.625	9448.08	9636.07	1538.41	9.363	7.94053	0.051	46.4849	83.2594	87.3459	6.4082	2.13607	146.063	1.40445	11	0	-11	0	0	0
2.65	9448.08	9636.07	1538.41	9.363	7.94053	0.051	46.4849	83.2596	87.3459	6.4082	2.13607	147.467	1.40445	11	0	-11	0	0	0
2.675	9448.07	9636.06	1538.42	9.363	7.94053	0.051	46.4849	83.2599	87.3459	6.4082	2.13607	148.872	1.40445	11	0	-11	0	0	0
2.7	9448.08	9636.07	1538.42	9.363	7.94053	0.051	46.4849	83.26	87.3459	6.4082	2.13607	150.276	1.40445	11	0	-11	0	0	0
2.725	9448.09	9636.08	1538.42	9.363	7.94053	0.051	46.485	83.2602	87.3459	6.4082	2.13607	151.681	1.40445	11	0	-11	0	0	0
2.75	9448.1	9636.09	1538.43	9.363	7.94053	0.051	46.485	83.2603	87.3459	6.4082	2.13607	153.085	1.40445	11	0	-11	0	0	0
2.775	9448.09	9636.08	1538.43	9.363	7.94053	0.051	46.485	83.2604	87.3459	6.4082	2.13607	154.489	1.40445	11	0	-11	0	0	0
2.8	9448.09	9636.08	1538.43	9.363	7.94053	0.051	46.485	83.2605	87.3459	6.4082	2.13607	155.894	1.40445	11	0	-11	0	0	0
2.825	9448.09	9636.08	1538.43	9.363	7.94053	0.051	46.4849	83.2605	87.3459	6.4082	2.13607	157.298	1.40445	11	0	-11	0	0	0
2.85	9448.08	9636.07	1538.43	9.363	7.94053	0.051	46.4849	83.2604	87.3459	6.4082	2.13607	158.703	1.40445	11	0	-11	0	0	0
2.875	9448.08	9636.07	1538.43	9.363	7.94053	0.051	46.4849	83.2604	87.3459	6.4082	2.13607	160.107	1.40445	11	0	-11	0	0	0
2.9	9448.07	9636.06	1538.43	9.363	7.94053	0.051	46.4849	83.2603	87.3459	6.4082	2.13607	161.512	1.40445	11	0	-11	0	0	0
2.925	9448.06	9636.05	1538.43	9.363	7.94053	0.051	46.4848	83.2602	87.3459	6.4082	2.13607	162.916	1.40445	11	0	-11	0	0	0
2.95	9448.05	9636.04	1538.42	9.363	7.94053	0.051	46.4848	83.2601	87.3459	6.4082	2.13607	164.321	1.40445	11	0	-11	0	0	0
2.975	9448.04	9636.03	1538.42	9.363	7.94053	0.051	46.4847	83.26	87.3459	6.4082	2.13607	165.725	1.40445	11	0	-11	0	0	0
3	9448.03	9636.02	1538.42	9.363	7.94053	0.051	46.4847	83.2599	87.3459	6.4082	2.13607	167.13	1.40445	11	0	-11	0	0	0
3.025	9448.02	9636.01	1538.42	9.363	7.94053	0.051	46.4846	83.2598	87.3459	6.4082	2.13607	168.534	1.40445	11	0	-11	0	0	0
3.05	9448	9635.98	1538.42	9.363	7.94053	0.051	46.4845	83.2598	87.3459	6.4082	2.13607	169.938	1.40445	11	0	-11	0	0	0
3.075	9447.96	9635.95	1538.42	9.363	7.94053	0.051	46.4844	83.2598	87.3459	6.4082	2.13607	171.343	1.40445	11	0	-11	0	0	0
3.1	9447.93	9635.92	1538.42	9.363	7.94053	0.051	46.4842	83.2598	87.3459	6.4082	2.13607	172.747	1.40445	11	0	-11	0	0	0
3.125	9447.9	9635.89	1538.42	9.363	7.94053	0.051	46.484	83.2599	87.3459	6.4082	2.13607	174.152	1.40445	11	0	-11	0	0	0
3.15	9447.87	9635.86	1538.42	9.363	7.94053	0.051	46.4839	83.2599	87.3459	6.4082	2.13607	175.556	1.40445	11	0	-11	0	0	0
3.175	9447.84	9635.83	1538.42	9.363	7.94053	0.051	46.4837	83.2599	87.3459	6.4082	2.13607	176.961	1.40445	11	0	-11	0	0	0
3.2	9447.81	9635.79	1538.42	9.363	7.94053	0.051	46.4836	83.2598	87.3459	6.4082	2.13607	178.365	1.40445	11	0	-11	0	0	0
3.225	9447.78	9635.76	1538.42	9.363	7.94053	0.051	46.4834	83.2598	87.3459	6.4082	2.13607	179.77	1.40445	11	0	-11	0	0	0
3.25	9447.75	9635.73	1538.42	9.363	7.94053	0.051	46.4833	83.2598	87.3459	6.4082	2.13607	181.174	1.40445	11	0	-11	0	0	0
3.275	9447.72	9635.7	1538.42	9.363	7.94053	0.051	46.4831	83.2598	87.3459	6.4082	2.13607	182.578	1.40445	11	0	-11	0	0	0
3.3	9447.69	9635.67	1538.42	9.363	7.94053	0.051	46.483	83.2598	87.3459	6.4082	2.13607	183.983	1.40445	11	0	-11	0	0	0
3.325	9447.66	9635.64	1538.42	9.363	7.94053	0.051	46.4829	83.2598	87.3459	6.4082	2.13607	185.387	1.40445	11	0	-11	0	0	0
3.35	9447.63	9635.61	1538.42	9.363	7.94053	0.051	46.4827	83.2597	87.3459	6.4082	2.13607	186.792	1.40445	11	0	-11	0	0	0
3.375	9447.61	9635.59	1538.42	9.363	7.94053	0.051	46.4826	83.2597	87.3459	6.4082	2.13607	188.196	1.40445	11	0	-11	0	0	0
3.4	9447.58	9635.56	1538.42	9.363	7.94053	0.051	46.4825	83.2597	87.3459	6.4082	2.13607	189.601	1.40445	11	0	-11	0	0	0
3.425	9447.56	9635.54	1538.41	9.363	7.94053	0.051	46.4823	83.2597	87.3459	6.4082	2.13607	191.005	1.40445	11	0	-11	0	0	0
3.45	9447.53	9635.51	1538.41	9.363	7.94053	0.051	46.4822	83.2596	87.3459	6.4082	2.13607	192.41	1.40445	11	0	-11	0	0	0
3.475	9447.51	9635.49	1538.41	9.363	7.94053	0.051	46.4821	83.2596	87.3459	6.4082	2.13607	193.814	1.40445	11	0	-11	0	0	0
3.5	9447.49	9635.46	1538.41	9.363	7.94053	0.051	46.482	83.2596	87.3459	6.4082	2.13607	195.219	1.40445	11	0	-11	0	0	0
3.525	9447.46	9635.44	1538.41	9.363	7.94053	0.051	46.4819	83.2595	87.3459	6.4082	2.13607	196.623	1.40445	11	0	-11	0	0	0
3.55	9447.44	9635.42	1538.41	9.363	7.94053	0.051	46.4818	83.2595	87.3459	6.4082	2.13607	198.027	1.40445	11	0	-11	0	0	0
3.575	9447.42	9635.4	1538.41	9.363	7.94053	0.051	46.4817	83.2594	87.3459	6.4082	2.13607	199.432	1.40445	11	0	-11	0	0	0
3.6	9447.4	9635.38	1538.41	9.363	7.94053	0.051	46.4816	83.2594	87.3459	6.4082	2.13607	200.836	1.40445	11	0	-11	0	0	0
3.625	9447.38	9635.36	1538.41	9.363	7.94053	0.051	46.4815	83.2594	87.3459	6.4082	2.13607	202.241	1.40445	11	0	-11	0	0	0
3.65	9447.36	9635.33	1538.41	9.363	7.94053	0.051	46.4814	83.2593	87.3459	6.4082	2.13607	203.645	1.40445	11	0	-11	0	0	0
3.675	9447.33	9635.31	1538.41	9.363	7.94053	0.051	46.4812	83.2592	87.3459	6.4082	2.13607	205.05	1.40445	11	0	-11	0	0	0
3.7	9447.32	9635.29	1538.41	9.363	7.94053	0.051	46.4812	83.2592	87.3459	6.4082	2.13607	206.454	1.40445	11	0	-11	0	0	0
3.725	9447.3	9635.27	1538.41	9.363	7.94053	0.051	46.4811	83.2591	87.3459	6.4082	2.13607	207.859	1.40445	11	0	-11	0	0	0
3.75	9447.28	9635.25	1538.4	9.363	7.94053	0.051	46.481	83.2591	87.3459	6.4082	2.13607	209.263	1.40445	11	0	-11	0	0	0
3.775	9447.27	9635.24	1538.4	9.363	7.94053	0.051	46.4809	83.2591	87.3459	6.4082	2.13607	210.667	1.40445	11	0	-11	0	0	0
3.8	9447.25	9635.22	1538.4	9.363	7.94053	0.051	46.4808	83.259	87.3459	6.4082	2.13607	212.072	1.40445	11	0	-11	0	0	0
3.825	9447.23	9635.21	1538.4	9.363	7.94053	0.051	46.4808	83.259	87.3459	6.4082	2.13607	213.476	1.40445	11	0	-11	0	0	0
3.85	9447.22	9635.19	1538.4	9.363	7.94053	0.051	46.4807	83.2589	87.3459	6.4082	2.13607	214.881	1.40445	11	0	-11	0	0	0
3.875	9447.21	9635.18	1538.4	9.363	7.94053	0.051	46.4806	83.2589	87.3459	6.4082	2.13607	216.285	1.40445	11	0	-11	0	0	0
3.9	9447.19	9635.17	1538.4	9.363	7.94053	0.051	46.4806	83.2588	87.3459	6.4082	2.13607	217.69	1.40445	11	0	-11	0	0	0
3.925	9447.18	9635.15	1538.4	9.363	7.94053	0.051	46.4805	83.2588	87.3459	6.4082	2.13607	219.094	1.40445	11	0	-11	0	0	0
